name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Danielle Wallace,F,580162620,1999-11-29,Freshman,School of Communication and Information,0,1,['MZH' 'SA' 'NCA'],Suite,8000-11000,10000,"[296448140, 745908217]",15,6821,0
Linda Wells,F,696536526,2000-04-08,Freshman,School of Arts and Sciences,0,1,['MRS' 'TS' 'JS'],Suite,8000-11000,10000,"[610575336, 834903384]",15,6821,0
Brian Kelly,M,829711843,2005-05-22,Freshman,School of Engineering,0,1,['MS' 'BS' 'NCA'],Apartment,6000-8000,7000,"[857902352, 282228232]",15,6933,0
James Sutton,M,350797006,2002-03-14,Freshman,School of Engineering,0,1,['JS' 'MRS' 'CS'],Traditional Residence Hall,8000-11000,10000,"[302861458, 258612705]",15,6935,0
Richard Thomas,M,126338356,2003-01-13,Freshman,Mason Gross School of the Arts,0,1,['MS' 'TS' 'MH'],Apartment,4000-6000,5000,"[355310221, 379915952]",15,6939,0
Jean Bishop,F,914239288,2005-09-21,Freshman,School of Engineering,0,1,['MZH' 'BH' 'JS'],Traditional Residence Hall,4000-6000,5000,[],15,6952,0
Anthony Gonzalez,M,957116869,2003-06-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'CS' 'BS'],Suite,4000-6000,5000,[775641920],15,6982,0
Timothy Conner,M,411276829,2003-02-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'JS' 'SA'],Suite,4000-6000,5000,[919942376],15,7050,0
Reginald Smith,M,873119098,2000-08-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'BS'],Apartment,4000-6000,5000,[658939830],15,7083,0
David Morgan,M,169606449,2003-06-06,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'JS'],Traditional Residence Hall,6000-8000,7000,"[885158704, 657296450]",15,7256,0
Shelby Gomez,F,921702539,2000-08-24,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'JS'],Suite,4000-6000,5000,"[131317815, 832123626]",15,7273,0
Kim Foster,F,514447139,2004-07-17,Freshman,School of Arts and Sciences,0,1,['MH' 'BH' 'TS'],Suite,4000-6000,5000,[778908975],15,7293,0
Tammy Wyatt,F,875103400,2001-03-26,Freshman,School of Arts and Sciences,0,1,['SA' 'AH' 'NCA'],Suite,4000-6000,5000,[],15,7358,0
Patrick Jackson,M,943825116,2000-12-27,Freshman,School of Engineering,0,1,['RA' 'SA' 'MRS'],Suite,8000-11000,10000,"[441167095, 283849842]",15,7379,0
Melissa Velasquez,F,678064467,2004-02-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'SA'],Traditional Residence Hall,4000-6000,5000,"[818810046, 279606700]",15,7513,0
Cheryl Cameron,F,374250030,2000-10-26,Freshman,School of Arts and Sciences,0,1,['RA' 'AH' 'MS'],Suite,8000-11000,10000,[],15,7513,0
Noah Dominguez,M,550861649,2003-12-19,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'SA' 'BS'],Traditional Residence Hall,8000-11000,10000,[828313442],15,7521,0
Kristin Hall,F,751904820,2005-04-27,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Apartment,6000-8000,7000,"[512867988, 716813429]",15,7582,0
Jessica Stevenson,F,356330924,2004-07-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'CS' 'JS'],Suite,4000-6000,5000,"[641006507, 712762752]",15,7611,0
Amanda Hernandez,F,319484938,2000-12-26,Freshman,School of Engineering,0,1,['CS' 'MZH' 'RA'],Suite,8000-11000,10000,[131927039],15,7644,0
Theresa Navarro,F,759552982,2001-07-30,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'RA'],Suite,8000-11000,10000,"[700143121, 343036640]",15,7672,0
Christine Lynch,F,213610762,2005-07-20,Freshman,School of Arts and Sciences,0,1,['MRS' 'BS' 'MS'],Apartment,6000-8000,7000,[],15,7679,0
Misty Perkins,F,272828992,2005-05-20,Freshman,School of Management and Labor Relations,0,1,['RA' 'NCA' 'CS'],Suite,4000-6000,5000,"[310383208, 552804043]",15,7785,0
Brandon Moore,M,768227411,2003-01-15,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'WS'],Apartment,6000-8000,7000,[391700039],15,7798,0
Matthew Edwards,M,762418570,1999-11-25,Freshman,School of Communication and Information,0,1,['NCA' 'BS' 'SA'],Apartment,8000-11000,10000,[],15,7865,0
Dr. James Strong Jr.,M,529147153,2004-04-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'MS'],Traditional Residence Hall,6000-8000,7000,[660659261],15,7934,0
Raymond Adams,M,558314722,2005-05-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'RA' 'NCA'],Suite,4000-6000,5000,[],15,7969,0
Edward Hays,M,395396404,2000-02-06,Freshman,School of Arts and Sciences,0,1,['RA' 'MRS' 'MS'],Apartment,8000-11000,10000,[],15,8042,0
Alyssa Bright,F,653435600,2004-02-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MH' 'RA'],Apartment,6000-8000,7000,[750737531],15,8094,0
Cody White,M,999519456,2001-11-15,Freshman,School of Engineering,0,1,['BS' 'BH' 'MH'],Suite,4000-6000,5000,[],15,8104,0
David Sharp PhD,M,147155595,2004-12-06,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MS'],Apartment,4000-6000,5000,[984733109],15,8222,0
Dr. Michael Mcintyre,M,127446100,2000-09-25,Freshman,School of Management and Labor Relations,0,1,['RA' 'BS' 'NCA'],Suite,4000-6000,5000,"[386493439, 413009090]",15,8308,0
Luke Frank,M,985461686,2001-01-30,Freshman,Mason Gross School of the Arts,0,1,['JS' 'MS' 'BS'],Apartment,8000-11000,10000,"[995207105, 178498428]",15,8342,0
Mary Wilson,F,363871987,2000-08-16,Freshman,School of Arts and Sciences,0,1,['BS' 'TS' 'NCA'],Suite,8000-11000,10000,"[642030031, 982780948]",15,8407,0
Elizabeth Gonzalez,F,947219159,2000-01-14,Freshman,School of Arts and Sciences,0,1,['NCA' 'SA' 'WS'],Suite,8000-11000,10000,[625670894],15,8513,0
Emily Bauer,F,897816608,1999-12-02,Freshman,School of Arts and Sciences,0,1,['MH' 'SA' 'BS'],Suite,4000-6000,5000,"[565832355, 444854499]",15,8545,0
Lauren Weeks,F,654091819,2001-08-22,Freshman,School of Arts and Sciences,0,1,['TS' 'AH' 'NCA'],Suite,4000-6000,5000,"[334532220, 147170411]",15,8560,0
Crystal Shaw,F,600195926,2001-09-01,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'MS'],Traditional Residence Hall,4000-6000,5000,"[642947132, 372336408]",15,8579,0
Michelle Stevens,F,368612342,2004-07-13,Freshman,School of Environmental and Biological Sciences,0,1,['WS' 'TS' 'RA'],Suite,4000-6000,5000,"[304466427, 649193580]",15,8590,0
Michelle Davis,F,114709931,2002-12-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'CS'],Suite,4000-6000,5000,"[274550094, 363832060]",15,8652,0
Ryan Morales,M,435532209,1999-12-04,Freshman,School of Arts and Sciences,0,1,['MZH' 'SA' 'BS'],Suite,4000-6000,5000,[],15,8672,0
Theresa Mack,F,829340993,2004-08-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'MZH' 'RA'],Suite,4000-6000,5000,[],15,8682,0
Justin Jensen,M,413012450,2002-04-11,Freshman,School of Engineering,0,1,['BS' 'BH' 'TS'],Suite,6000-8000,7000,[509581120],15,8853,0
David Vasquez,M,653048622,2003-03-15,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'NCA'],Suite,4000-6000,5000,[905880393],15,8894,0
Natalie Thompson,F,274688180,2003-02-05,Freshman,School of Communication and Information,0,1,['RA' 'NCA' 'BS'],Apartment,8000-11000,10000,[172620342],15,8909,0
Kristen Hodge,F,635737422,2004-02-25,Freshman,School of Communication and Information,0,1,['MS' 'MRS' 'TS'],Apartment,8000-11000,10000,"[828866305, 408692360]",15,8993,0
Matthew Simpson,M,759703993,2000-05-16,Freshman,School of Arts and Sciences,0,1,['MH' 'NCA' 'MS'],Suite,8000-11000,10000,"[646953362, 812662583]",15,9129,0
Joshua Wright,M,152562716,2005-09-20,Freshman,School of Social Work,0,1,['MS' 'SA' 'MZH'],Apartment,8000-11000,10000,"[177824072, 120192140]",15,9147,0
Ruben Johnson,M,528625971,2002-09-29,Freshman,School of Arts and Sciences,0,1,['AH' 'BS' 'CS'],Suite,4000-6000,5000,"[432321738, 699097472]",15,9159,0
Michael Morton,M,428808390,1999-10-19,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Suite,8000-11000,10000,[],15,9169,0
Tamara Reynolds,F,253255307,2003-10-30,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'JS'],Apartment,6000-8000,7000,"[499000953, 887600238]",15,9197,0
Robert Weber,M,967540314,2003-11-24,Freshman,Mason Gross School of the Arts,0,1,['CS' 'NCA' 'BS'],Traditional Residence Hall,8000-11000,10000,"[463709507, 681687729]",15,9217,0
Kathleen Holden,F,211682284,2005-01-02,Freshman,School of Arts and Sciences,0,1,['RA' 'TS' 'MZH'],Apartment,6000-8000,7000,"[538090319, 943868669]",15,9228,0
Aaron Kennedy,M,652072443,2004-06-23,Freshman,Mason Gross School of the Arts,0,1,['BH' 'SA' 'CS'],Traditional Residence Hall,4000-6000,5000,[],15,9242,0
Robert Franklin,M,795032385,2004-02-21,Freshman,School of Communication and Information,0,1,['TS' 'WS' 'NCA'],Suite,8000-11000,10000,"[481190886, 447000000]",15,9247,0
Brian Love,M,632633326,2000-10-28,Freshman,School of Arts and Sciences,0,1,['MS' 'TS' 'MH'],Suite,4000-6000,5000,"[932174014, 319711093]",15,9250,0
Jeffrey Allen,M,225464727,2003-11-09,Freshman,School of Engineering,0,1,['TS' 'MS' 'WS'],Suite,4000-6000,5000,"[962064927, 453772420]",15,9264,0
James White,M,304169466,2002-02-06,Freshman,School of Social Work,0,1,['MRS' 'RA' 'SA'],Apartment,4000-6000,5000,[857592918],15,9279,0
Dr. Ronald Alexander,M,968334690,2000-09-04,Freshman,School of Arts and Sciences,0,1,['CS' 'NCA' 'RA'],Apartment,8000-11000,10000,"[581351557, 553297513]",15,9335,0
Cassandra Crawford,F,684275172,2003-12-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'MH' 'MRS'],Suite,6000-8000,7000,"[987018281, 175050993]",15,9357,0
Rick Lester,M,681969328,2000-04-18,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'MS'],Suite,8000-11000,10000,[],15,9377,0
Michael Maldonado,M,512766257,2004-11-25,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'AH' 'SA'],Traditional Residence Hall,4000-6000,5000,"[346363219, 513840541]",15,9474,0
Dana Johnston,F,477751502,2001-10-20,Freshman,School of Management and Labor Relations,0,1,['WS' 'MZH' 'BH'],Apartment,8000-11000,10000,"[618239442, 452227806]",15,9501,0
Gabrielle Hendrix,F,866213005,2001-12-26,Freshman,School of Communication and Information,0,1,['BS' 'MRS' 'NCA'],Suite,6000-8000,7000,[],15,9522,0
Teresa Henderson,F,278704656,2002-12-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'SA' 'WS'],Apartment,8000-11000,10000,[],15,9543,0
Sonya Lynch,F,726467346,2005-07-23,Freshman,School of Arts and Sciences,0,1,['CS' 'RA' 'SA'],Apartment,6000-8000,7000,"[988662910, 841835501]",15,9544,0
Alexis Johnson,F,644379601,2004-08-31,Freshman,School of Arts and Sciences,0,1,['SA' 'MS' 'BS'],Apartment,4000-6000,5000,"[745640616, 709819248]",15,9569,0
Connor Mclaughlin,M,120556201,2002-09-22,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'TS' 'RA'],Traditional Residence Hall,6000-8000,7000,[],15,9579,0
Ryan Miller,M,769255330,2003-05-24,Freshman,School of Arts and Sciences,0,1,['NCA' 'MRS' 'BS'],Apartment,8000-11000,10000,"[146356210, 138784288]",15,9584,0
Mark Mitchell,M,452128451,2000-02-06,Freshman,School of Management and Labor Relations,0,1,['BS' 'SA' 'MS'],Suite,4000-6000,5000,"[248560258, 314291214]",15,9701,0
Alyssa Browning,F,468369576,2002-02-06,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'MZH' 'CS'],Suite,8000-11000,10000,"[723920619, 765235533]",15,9709,0
Scott Jones,M,737094874,2002-08-27,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'WS' 'BH'],Suite,8000-11000,10000,"[552243251, 597609959]",15,9781,0
Matthew Stewart,M,581351557,2004-04-04,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'MH' 'BS'],Traditional Residence Hall,8000-11000,10000,"[968334690, 553297513]",15,9814,0
Steven Peterson,M,665621443,2001-10-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'MRS' 'NCA'],Suite,6000-8000,7000,[896917694],15,9845,0
Madeline Sandoval,F,785952700,2003-08-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'MS'],Suite,4000-6000,5000,[],15,9990,0
Benjamin Shaw,M,458104087,2000-01-05,Freshman,School of Arts and Sciences,0,1,['RA' 'MS' 'SA'],Suite,4000-6000,5000,[418917429],15,10170,0
Walter Chavez,M,404515674,2000-09-17,Freshman,School of Communication and Information,0,1,['TS' 'MS' 'MRS'],Suite,4000-6000,5000,[465986453],15,10297,0
Jordan Rivera,M,268749860,2002-06-18,Freshman,Mason Gross School of the Arts,0,1,['BS' 'RA' 'MH'],Suite,4000-6000,5000,[],15,10317,0
Mrs. Anna Gomez DDS,F,150838552,2001-09-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'NCA' 'CS'],Suite,6000-8000,7000,[],15,10321,0
Thomas Gross,M,397040225,2004-12-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['MH' 'BS' 'RA'],Suite,4000-6000,5000,[427978020],15,10348,0
Pamela Crawford,F,605106943,2004-06-27,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'BS'],Apartment,4000-6000,5000,"[901107437, 524552111]",15,10361,0
Ashley Guerrero,F,722983902,2003-02-06,Freshman,School of Social Work,0,1,['WS' 'NCA' 'AH'],Suite,4000-6000,5000,[852260260],15,10364,0
Valerie French,F,185089098,2000-07-15,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'NCA'],Traditional Residence Hall,8000-11000,10000,[759455693],15,10389,0
Rebecca Mooney,F,258092632,2004-10-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'NCA' 'BS'],Suite,8000-11000,10000,[],15,10404,0
Yvonne Armstrong,F,751498124,1999-11-06,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'MRS' 'NCA'],Apartment,4000-6000,5000,[755006190],15,10443,0
Colin Griffin,M,840722753,2001-07-31,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'JS'],Suite,6000-8000,7000,[],15,10468,0
Shannon Tucker,F,102761380,2004-06-08,Freshman,School of Communication and Information,0,1,['NCA' 'SA' 'WS'],Traditional Residence Hall,6000-8000,7000,[],15,10582,0
Shelley Ayers,F,880080426,2003-03-29,Freshman,School of Environmental and Biological Sciences,0,1,['SA' 'AH' 'WS'],Traditional Residence Hall,4000-6000,5000,"[289823489, 746899411]",15,10625,0
Luis Romero,M,348432132,2001-07-19,Freshman,School of Engineering,0,1,['NCA' 'MS' 'BS'],Suite,8000-11000,10000,"[124038864, 905214155]",15,10768,0
Gerald James,M,464190678,2004-08-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'SA' 'RA'],Suite,4000-6000,5000,"[169900117, 514382299]",15,10804,0
Alice Wilson,F,476551417,2000-07-22,Freshman,School of Arts and Sciences,0,1,['NCA' 'WS' 'MS'],Apartment,4000-6000,5000,[713693066],15,10815,0
Michael Floyd,M,864552366,2005-06-20,Freshman,School of Arts and Sciences,0,1,['AH' 'SA' 'BS'],Apartment,4000-6000,5000,[],15,10827,0
Glenn Pierce,M,582387728,2001-06-13,Freshman,Mason Gross School of the Arts,0,1,['JS' 'MS' 'BS'],Suite,4000-6000,5000,[],15,10827,0
Sarah Pena,F,219224631,2002-12-20,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'WS'],Apartment,4000-6000,5000,[581113988],15,10855,0
Krystal Morse,F,677218114,2003-04-07,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'RA' 'SA'],Suite,8000-11000,10000,"[678908195, 237315511]",15,10875,0
Kathy Burnett,F,534984202,2005-08-12,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'NCA'],Apartment,8000-11000,10000,"[923308053, 317121445]",15,10886,0
Kelly Colon,F,298642048,2000-01-06,Freshman,School of Arts and Sciences,0,1,['RA' 'MZH' 'WS'],Suite,4000-6000,5000,[539376230],15,10896,0
Isaac Kelly,M,192844483,1999-11-14,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'NCA'],Suite,8000-11000,10000,[],15,10908,0
Thomas Gutierrez,M,408692360,2005-05-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'JS' 'BH'],Traditional Residence Hall,4000-6000,5000,[828866305],15,10990,0
John Sanchez,M,126278772,2005-06-19,Freshman,School of Engineering,0,1,['MS' 'BS' 'NCA'],Suite,8000-11000,10000,"[142855027, 307160713]",15,11007,0
Penny Vaughn,F,338194339,2003-05-10,Freshman,School of Arts and Sciences,0,1,['MS' 'JS' 'WS'],Suite,6000-8000,7000,[],15,11106,0
Christina Goodman,F,904237195,2005-07-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'TS' 'MS'],Apartment,4000-6000,5000,"[586362558, 647640021]",15,11147,0
Matthew White,M,852583953,2001-11-26,Freshman,School of Social Work,0,1,['NCA' 'BS' 'SA'],Apartment,4000-6000,5000,"[730984860, 142139762]",15,11154,0
Gina Fletcher,F,609421482,2003-08-09,Freshman,School of Arts and Sciences,0,1,['MH' 'BS' 'MRS'],Apartment,6000-8000,7000,"[417905278, 268185295]",15,11156,0
Susan Wilson,F,867820882,2005-04-11,Freshman,School of Arts and Sciences,0,1,['MH' 'SA' 'BH'],Apartment,4000-6000,5000,"[600810171, 230798034]",15,11267,0
Jacqueline Davis,F,743641222,2005-03-03,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'BS'],Apartment,8000-11000,10000,"[779402030, 925230246]",15,11272,0
Dr. Patty Smith,F,678707135,1999-10-11,Freshman,School of Arts and Sciences,0,1,['CS' 'SA' 'NCA'],Suite,8000-11000,10000,"[947489688, 344322638]",15,11285,0
Zachary Smith,M,789343238,2000-04-20,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'MRS'],Apartment,8000-11000,10000,[],15,11291,0
Jesse Kaiser,M,937392224,2001-07-04,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'TS'],Traditional Residence Hall,4000-6000,5000,"[398538164, 640802472]",15,11294,0
Jennifer Day,F,813740623,2000-10-25,Freshman,School of Management and Labor Relations,0,1,['RA' 'SA' 'NCA'],Apartment,8000-11000,10000,"[692878085, 196064017]",15,11304,0
Jacqueline Chan,F,240063964,2005-06-13,Freshman,School of Arts and Sciences,0,1,['SA' 'MRS' 'MZH'],Suite,8000-11000,10000,[794375426],15,11451,0
Lori Adkins,F,237344663,2003-08-06,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'SA'],Suite,6000-8000,7000,[],15,11535,0
Maureen Turner,F,734972193,2005-05-08,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'AH'],Suite,4000-6000,5000,"[871161810, 401332586]",15,11542,0
Mrs. Candace Guerrero,F,930339179,2000-05-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'CS'],Apartment,4000-6000,5000,[589921630],15,11582,0
Mr. Dustin Lamb DDS,M,363347662,2001-02-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'MRS' 'TS'],Suite,4000-6000,5000,[],15,11606,0
Rodney Robinson,M,942873596,2001-05-15,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'WS'],Apartment,6000-8000,7000,[786958623],15,11661,0
Steven Anderson,M,204194313,2004-05-19,Freshman,School of Communication and Information,0,1,['BS' 'CS' 'TS'],Apartment,8000-11000,10000,"[590533150, 987914592]",15,11670,0
Hannah Nelson MD,F,121829235,2004-01-26,Freshman,School of Social Work,0,1,['SA' 'NCA' 'MRS'],Traditional Residence Hall,4000-6000,5000,[],15,11674,0
Linda Miller,F,347119095,2002-01-14,Freshman,School of Arts and Sciences,0,1,['BS' 'BH' 'SA'],Apartment,4000-6000,5000,"[326108557, 854309162]",15,11724,0
Laura Stevens,F,247534107,2005-04-06,Freshman,School of Engineering,0,1,['AH' 'RA' 'MS'],Apartment,4000-6000,5000,[],15,11727,0
Vincent Bond,M,229398734,2000-12-21,Freshman,School of Communication and Information,0,1,['SA' 'WS' 'NCA'],Suite,8000-11000,10000,[],15,11781,0
Scott Hernandez,M,149031736,2004-11-13,Freshman,Mason Gross School of the Arts,0,1,['SA' 'NCA' 'BS'],Apartment,6000-8000,7000,[957154630],15,11790,0
Stephen Carter,M,947350850,2002-06-25,Freshman,School of Management and Labor Relations,0,1,['BS' 'MS' 'MH'],Suite,4000-6000,5000,[],15,11790,0
Karen Crawford,F,486734216,2001-05-07,Freshman,School of Management and Labor Relations,0,1,['AH' 'MS' 'NCA'],Traditional Residence Hall,4000-6000,5000,[949469897],15,11811,0
Michael Lucero,M,309417254,2002-10-04,Freshman,School of Engineering,0,1,['MZH' 'WS' 'MS'],Apartment,4000-6000,5000,[],15,11837,0
Julie Larson,F,451066712,2000-03-31,Freshman,School of Social Work,0,1,['RA' 'SA' 'BS'],Apartment,8000-11000,10000,[],15,11838,0
Jennifer Miller,F,366749696,2000-03-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'CS' 'NCA'],Apartment,4000-6000,5000,"[183262783, 327683351]",15,11894,0
Trevor Strong,M,399120067,2003-08-19,Freshman,School of Arts and Sciences,0,1,['MH' 'SA' 'NCA'],Apartment,6000-8000,7000,[296569153],15,11909,0
Nathan Jensen,M,442391278,2002-07-11,Freshman,School of Communication and Information,0,1,['BS' 'TS' 'MS'],Apartment,8000-11000,10000,"[109020212, 519804402]",15,11932,0
Brandon Lee,M,617112783,2002-01-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'RA' 'SA'],Apartment,6000-8000,7000,[249637107],15,11938,0
Darrell Lyons,M,173802230,2002-07-27,Freshman,School of Arts and Sciences,0,1,['MH' 'JS' 'CS'],Traditional Residence Hall,6000-8000,7000,"[205784930, 993572948]",15,11946,0
Christine Andersen,F,148903574,2001-11-22,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'NCA'],Suite,6000-8000,7000,[],15,11967,0
Brandon Tucker,M,541194571,2000-05-20,Freshman,Mason Gross School of the Arts,0,1,['TS' 'AH' 'WS'],Suite,8000-11000,10000,[],15,12021,0
Lori Roberts,F,272851372,1999-11-27,Freshman,School of Arts and Sciences,0,1,['MH' 'TS' 'NCA'],Apartment,4000-6000,5000,"[323178187, 830447940]",15,12087,0
Jennifer Davis,F,173382177,2002-09-18,Freshman,Mason Gross School of the Arts,0,1,['MZH' 'TS' 'NCA'],Traditional Residence Hall,6000-8000,7000,[974500594],15,12184,0
Cody Chavez,M,240042374,2001-10-26,Freshman,School of Management and Labor Relations,0,1,['NCA' 'BS' 'TS'],Suite,8000-11000,10000,"[147310670, 100822027]",15,12273,0
Michelle Brown,F,315232010,2004-04-06,Freshman,School of Engineering,0,1,['SA' 'TS' 'BH'],Suite,8000-11000,10000,[],15,12339,0
Caitlyn Jones,F,306558792,2000-11-27,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'SA'],Apartment,4000-6000,5000,[],15,12348,0
Linda Mcguire,F,135955722,2000-12-15,Freshman,School of Engineering,0,1,['BH' 'SA' 'BS'],Suite,4000-6000,5000,[723091817],15,12363,0
Cynthia Lewis,F,637793798,2001-04-27,Freshman,School of Engineering,0,1,['SA' 'MZH' 'NCA'],Suite,8000-11000,10000,"[126786992, 709641926]",15,12400,0
Kurt Choi,M,424041607,2004-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'TS'],Suite,8000-11000,10000,[465976899],15,12434,0
Gregory Kelly,M,399741583,2005-01-30,Freshman,School of Arts and Sciences,0,1,['JS' 'AH' 'MZH'],Apartment,4000-6000,5000,"[769791708, 612336142]",15,12438,0
Nicholas Hill,M,170558294,2004-02-10,Freshman,School of Engineering,0,1,['BS' 'WS' 'NCA'],Apartment,4000-6000,5000,"[639354606, 255781103]",15,12464,0
Gerald Patel,M,230466684,2004-11-20,Freshman,School of Social Work,0,1,['SA' 'BH' 'BS'],Traditional Residence Hall,8000-11000,10000,[],15,12539,0
Julie Watkins,F,738894997,2004-12-31,Freshman,School of Arts and Sciences,0,1,['BS' 'TS' 'MZH'],Traditional Residence Hall,8000-11000,10000,"[279079733, 200127827]",15,12585,0
Alejandra Green,F,998234262,2003-12-02,Freshman,School of Environmental and Biological Sciences,0,1,['TS' 'WS' 'BS'],Suite,4000-6000,5000,[867468798],15,12651,0
Derek Lee,M,412060135,2005-07-31,Freshman,School of Arts and Sciences,0,1,['SA' 'MH' 'NCA'],Apartment,8000-11000,10000,[],15,12667,0
Sarah Hernandez,F,339830004,2003-07-27,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'MH'],Apartment,6000-8000,7000,"[636355188, 782942270]",15,12787,0
John Benjamin,M,795718037,2003-09-30,Freshman,School of Arts and Sciences,0,1,['CS' 'SA' 'MZH'],Suite,4000-6000,5000,"[137164574, 218230578]",15,12796,0
Judith Moreno,F,384612177,2003-04-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'TS' 'SA'],Suite,4000-6000,5000,[898537575],15,12804,0
Allison Johnson,F,181964183,2003-04-08,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,4000-6000,5000,"[800570258, 871003296]",15,12806,0
Vanessa Cantu,F,930656588,2001-02-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'SA'],Apartment,4000-6000,5000,[320483532],15,12885,0
Andrew Webb,M,536518920,2004-12-12,Freshman,School of Management and Labor Relations,0,1,['NCA' 'RA' 'SA'],Traditional Residence Hall,4000-6000,5000,"[937617784, 923628137]",15,12919,0
Heather Ryan,F,958373680,2000-03-10,Freshman,School of Management and Labor Relations,0,1,['MZH' 'BS' 'MRS'],Suite,8000-11000,10000,[917038386],15,12946,0
Steven Lopez,M,553980940,2003-09-24,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Traditional Residence Hall,4000-6000,5000,[],15,13028,0
Jillian Edwards,F,970630082,2005-09-25,Freshman,School of Arts and Sciences,0,1,['MRS' 'NCA' 'JS'],Suite,6000-8000,7000,"[731114682, 377660117]",15,13050,0
Tracy Buck,F,597069834,2003-02-25,Freshman,School of Arts and Sciences,0,1,['SA' 'TS' 'BS'],Suite,4000-6000,5000,[],15,13092,0
Katrina Callahan,F,486455952,1999-10-30,Freshman,School of Arts and Sciences,0,1,['MS' 'BS' 'SA'],Traditional Residence Hall,6000-8000,7000,[546318501],15,13138,0
