name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Kenneth Horton,M,800780723,2000-08-30,Freshman,School of Management and Labor Relations,0,1,['BS' 'BH' 'SA'],Apartment,4000-6000,5000,[362247297],15,40894,0
Frank Miller,M,140752068,2005-02-05,Freshman,School of Arts and Sciences,0,1,['JS' 'NCA' 'BS'],Apartment,8000-11000,10000,"[459582304, 926820403]",15,40959,0
Evan Gibbs,M,700543233,2004-06-28,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'MS'],Apartment,8000-11000,10000,"[587425123, 960672105]",15,41044,0
Kevin Wong,M,592380844,2004-04-20,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'BS' 'SA'],Suite,6000-8000,7000,"[130426305, 240736363]",15,41110,0
Alyssa Lopez,F,721150919,2000-08-04,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'NCA'],Apartment,4000-6000,5000,[453535867],15,41202,0
Kyle Barnes,M,426294056,2003-06-17,Freshman,School of Engineering,0,1,['TS' 'MS' 'NCA'],Apartment,8000-11000,10000,"[691433029, 909650029]",15,41227,0
Lisa Skinner,F,921903486,2003-09-24,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'BS'],Suite,8000-11000,10000,[802192984],15,41229,0
Thomas Valenzuela,M,159154927,2002-08-05,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'SA' 'BH'],Suite,8000-11000,10000,[],15,41247,0
Brianna Martin,F,998172815,2002-05-03,Freshman,School of Arts and Sciences,0,1,['MS' 'NCA' 'RA'],Suite,4000-6000,5000,"[380253277, 184397744]",15,41272,0
Angelica Petty,F,954189190,2001-11-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'BS' 'NCA'],Traditional Residence Hall,6000-8000,7000,"[183972161, 753468570]",15,41289,0
Samuel Kim,M,920996991,2003-07-29,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'AH'],Apartment,8000-11000,10000,"[807069568, 519798088]",15,41324,0
Kenneth Davenport,M,358748949,2005-05-03,Freshman,School of Engineering,0,1,['SA' 'MRS' 'MS'],Suite,4000-6000,5000,[],15,41333,0
Michelle Murray,F,262869556,2003-12-19,Freshman,School of Engineering,0,1,['SA' 'MH' 'AH'],Apartment,8000-11000,10000,"[602122086, 198851720]",15,41339,0
Douglas Wong,M,807195863,2000-06-25,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'NCA'],Traditional Residence Hall,4000-6000,5000,[814558008],15,41343,0
Laurie Smith,F,587247804,2001-10-22,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'BS' 'SA'],Suite,6000-8000,7000,"[676170473, 554652019]",15,41371,0
Desiree Pierce,F,391375946,2004-06-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['AH' 'BS' 'NCA'],Traditional Residence Hall,4000-6000,5000,"[218376269, 518976921]",15,41390,0
Angela Monroe,F,173289089,2002-07-27,Freshman,School of Arts and Sciences,0,1,['MS' 'AH' 'MRS'],Suite,8000-11000,10000,[],15,41398,0
Jasmine Hunt,F,694472264,1999-10-24,Freshman,School of Social Work,0,1,['MS' 'WS' 'MZH'],Apartment,4000-6000,5000,[717607584],15,41408,0
Ronnie Burke,M,354727291,2002-01-01,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'MS'],Traditional Residence Hall,6000-8000,7000,"[115184626, 830681650]",15,41434,0
Jason Clark,M,104353879,2000-05-10,Freshman,School of Arts and Sciences,0,1,['SA' 'MZH' 'TS'],Suite,8000-11000,10000,[809569063],15,41473,0
Teresa Jones,F,949736000,2000-09-12,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'RA'],Apartment,6000-8000,7000,[],15,41576,0
James Dawson,M,135890483,1999-10-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'SA'],Suite,4000-6000,5000,"[588013763, 855674523]",15,41590,0
Christine Paul,F,964045493,2002-02-21,Freshman,School of Social Work,0,1,['RA' 'SA' 'BS'],Traditional Residence Hall,4000-6000,5000,[328550293],15,41720,0
Luke Frank,M,985461686,2001-01-30,Freshman,Mason Gross School of the Arts,0,1,['JS' 'MS' 'BS'],Apartment,8000-11000,10000,"[995207105, 178498428]",15,41776,0
Wesley King,M,991502254,2005-04-20,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'NCA'],Apartment,8000-11000,10000,"[465976899, 424041607]",15,41791,0
Karen Jackson,F,363568096,2005-07-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'TS' 'WS'],Apartment,4000-6000,5000,[907193245],15,41814,0
Danielle Rodriguez,F,823390403,2003-01-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'JS' 'SA'],Apartment,6000-8000,7000,"[137791051, 372090147]",15,41827,0
Oscar Smith,M,478937721,2001-03-20,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'SA' 'TS'],Suite,4000-6000,5000,[529995665],15,41893,0
Alexis Jones,F,828395986,2002-12-14,Freshman,School of Management and Labor Relations,0,1,['NCA' 'CS' 'WS'],Suite,4000-6000,5000,[],15,41906,0
Emma Lee,F,465250109,2001-02-09,Freshman,School of Arts and Sciences,0,1,['AH' 'NCA' 'SA'],Suite,8000-11000,10000,[397889768],15,41938,0
Diana Sanders,F,108831001,2000-02-09,Freshman,School of Arts and Sciences,0,1,['AH' 'BH' 'SA'],Suite,6000-8000,7000,[507887978],15,41944,0
Sarah Simmons,F,494407723,2003-03-24,Freshman,School of Communication and Information,0,1,['AH' 'BS' 'WS'],Suite,8000-11000,10000,"[750737531, 653435600]",15,41966,0
Katie Chapman,F,630975358,2001-01-08,Freshman,School of Communication and Information,0,1,['WS' 'BS' 'CS'],Traditional Residence Hall,6000-8000,7000,[411653138],15,41967,0
John Gonzalez,M,716755341,2000-05-17,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'JS'],Suite,6000-8000,7000,[],15,42012,0
Reginald Smith,M,873119098,2000-08-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'BS'],Apartment,4000-6000,5000,[658939830],15,42117,0
Amanda Hernandez,F,319484938,2000-12-26,Freshman,School of Engineering,0,1,['CS' 'MZH' 'RA'],Suite,8000-11000,10000,[131927039],15,42152,0
Kimberly Patel,F,809409930,2002-06-21,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'NCA'],Apartment,8000-11000,10000,[736080994],15,42173,0
Kenneth Baker,M,325628082,2005-07-26,Freshman,School of Management and Labor Relations,0,1,['BS' 'NCA' 'SA'],Apartment,8000-11000,10000,[],15,42296,0
Kevin Oconnor,M,178110534,2003-11-01,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Suite,8000-11000,10000,"[831431542, 493493414]",15,42300,0
Brett Lynn MD,M,776277522,2000-08-07,Freshman,Mason Gross School of the Arts,0,1,['MS' 'CS' 'AH'],Apartment,4000-6000,5000,[257858278],15,42380,0
Robert Morgan,M,705456258,2004-03-29,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'WS'],Traditional Residence Hall,4000-6000,5000,[854403383],15,42479,0
Vincent Colon,M,703665399,2003-08-25,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MRS'],Suite,8000-11000,10000,"[747315675, 431990204]",15,42531,0
Matthew Williams MD,M,488810819,2004-10-04,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'WS'],Apartment,4000-6000,5000,"[927225934, 871017552]",15,42592,0
Tony Howe,M,935965896,2002-06-28,Junior,School of Arts and Sciences,0,1,['JS' 'BS' 'SA'],Suite,4000-6000,5000,"[223979924, 474398783]",10,4,0
Ana Chang,F,607636915,2000-11-05,Senior,School of Engineering,0,1,['SA' 'BH' 'MZH'],Suite,4000-6000,5000,"[264373430, 266809883]",10,24,0
Jenny Erickson,F,141788221,2004-01-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'BS' 'NCA'],Apartment,4000-6000,5000,[793453816],10,42,0
Lisa Spence,F,760785445,2001-09-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'MH' 'NCA'],Traditional Residence Hall,4000-6000,5000,[287278052],10,46,0
Angela Robinson,F,922650728,2002-01-05,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'TS'],Traditional Residence Hall,8000-11000,10000,"[323795291, 809200652]",10,64,0
Carolyn Moran,F,803087671,2005-05-31,Junior,School of Arts and Sciences,0,1,['WS' 'CS' 'NCA'],Traditional Residence Hall,4000-6000,5000,"[337144503, 308555868]",10,72,0
Kayla Juarez,F,829456765,1999-04-16,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[],10,87,0
Lori Johnson,F,267054373,1995-12-27,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[],10,91,0
Brian Howell,M,734025623,2004-10-21,Junior,School of Communication and Information,0,1,['TS' 'AH' 'BH'],Apartment,4000-6000,5000,"[914211823, 526651429]",10,156,0
Jenny Nichols,F,809362606,2004-03-20,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'RA' 'NCA'],Apartment,6000-8000,7000,"[264020590, 455879491]",10,166,0
Christine Kidd,F,146902414,2004-08-28,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'MH' 'MS'],Apartment,8000-11000,10000,"[763388517, 447911416]",10,183,0
Adam Khan,M,515256828,2003-07-20,Senior,School of Social Work,0,1,['BS' 'SA' 'WS'],Suite,4000-6000,5000,"[206443565, 357099246]",10,211,0
Paula Deleon,F,771259926,1999-10-11,Junior,School of Environmental and Biological Sciences,0,1,['NCA' 'MH' 'SA'],Suite,4000-6000,5000,"[755358750, 659262730]",10,219,0
Jeffery Brown,M,345936917,2002-01-25,Junior,Mason Gross School of the Arts,0,1,['BS' 'SA' 'NCA'],Apartment,4000-6000,5000,"[230197250, 685085673]",10,221,0
Carlos Mills,M,980379335,1998-05-06,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[115015495],10,225,0
Crystal Moses,F,176511578,2003-05-28,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Suite,6000-8000,7000,[],10,313,0
Kayla Newman,F,309615806,2003-05-23,Senior,School of Engineering,0,1,['CS' 'NCA' 'SA'],Suite,4000-6000,5000,"[281673384, 897919935]",10,322,0
Rodney Cannon,M,790153129,2001-04-15,Senior,School of Communication and Information,0,1,['SA' 'MH' 'AH'],Suite,4000-6000,5000,[],10,327,0
Tommy Wolfe,M,326108557,2003-03-04,Junior,School of Arts and Sciences,0,1,['MZH' 'WS' 'MS'],Suite,8000-11000,10000,"[347119095, 854309162]",10,353,0
James Contreras,M,644861535,2001-08-15,Sophomore,School of Communication and Information,0,1,['RA' 'SA' 'TS'],Traditional Residence Hall,4000-6000,5000,[],10,385,0
George Randall,M,878778179,2000-05-26,Junior,School of Communication and Information,0,1,['NCA' 'SA' 'BS'],Traditional Residence Hall,8000-11000,10000,"[511090410, 920592786]",10,432,0
Ms. Stephanie Compton DDS,F,426244422,2004-02-12,Junior,School of Arts and Sciences,0,1,['WS' 'AH' 'RA'],Suite,6000-8000,7000,[979220889],10,460,0
Keith Keith,M,754784587,2001-07-13,Sophomore,School of Arts and Sciences,0,1,['SA' 'MZH' 'BS'],Suite,4000-6000,5000,[],10,460,0
Jamie Gill,F,790773326,2004-10-02,Sophomore,School of Communication and Information,0,1,['BH' 'NCA' 'SA'],Suite,6000-8000,7000,[],10,471,0
Chad Gibson,M,717386903,2001-04-10,Junior,School of Arts and Sciences,0,1,['SA' 'RA' 'NCA'],Suite,4000-6000,5000,[],10,486,0
Paul Smith,M,976179523,2004-01-06,Junior,School of Arts and Sciences,0,1,['MZH' 'BH' 'JS'],Suite,4000-6000,5000,[],10,513,0
Isabel Gonzalez,F,568363663,2005-03-04,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'NCA' 'BS'],Suite,4000-6000,5000,[],10,532,0
Susan Murphy,F,103799962,2004-05-20,Sophomore,School of Arts and Sciences,0,1,['BS' 'JS' 'NCA'],Apartment,8000-11000,10000,"[646415433, 134579356]",10,578,0
Laura Williams,F,418718264,2000-09-03,Junior,School of Environmental and Biological Sciences,0,1,['MRS' 'NCA' 'RA'],Suite,8000-11000,10000,[443901114],10,590,0
Donald Morris,M,452511812,2001-07-28,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'MZH'],Suite,4000-6000,5000,"[292119345, 646807959]",10,608,0
Shelby Hayden,F,508780559,2004-04-17,Junior,School of Engineering,0,1,['RA' 'NCA' 'BH'],Apartment,8000-11000,10000,"[159087243, 745368990]",10,625,0
Cheyenne Rice,F,223979924,2005-09-14,Junior,School of Arts and Sciences,0,1,['RA' 'JS' 'MS'],Apartment,8000-11000,10000,"[935965896, 474398783]",10,626,0
Miranda Williams,F,884586619,2001-11-11,Sophomore,School of Communication and Information,0,1,['NCA' 'BS' 'SA'],Traditional Residence Hall,4000-6000,5000,[448165413],10,627,0
Jeremy White,M,438156502,2001-07-09,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'RA' 'NCA'],Apartment,6000-8000,7000,[],10,677,0
Becky Hernandez,F,618239442,2001-06-08,Sophomore,School of Management and Labor Relations,0,1,['JS' 'MZH' 'MRS'],Suite,8000-11000,10000,"[477751502, 452227806]",10,740,0
Michael Clark,M,431990204,2001-01-08,Junior,School of Arts and Sciences,0,1,['MS' 'NCA' 'MH'],Suite,4000-6000,5000,[747315675],10,741,0
Jessica Taylor,F,707169705,2000-12-31,Sophomore,School of Arts and Sciences,0,1,['MRS' 'SA' 'JS'],Apartment,4000-6000,5000,"[887105207, 577823569]",10,754,0
Amber Navarro,F,469506989,2003-12-10,Senior,School of Social Work,0,1,['NCA' 'SA' 'BS'],Apartment,6000-8000,7000,[],10,769,0
Ashley Case,F,169433306,2005-06-09,Junior,School of Communication and Information,0,1,['RA' 'NCA' 'MS'],Suite,4000-6000,5000,"[238224120, 240291170]",10,799,0
Timothy Strickland,M,141524495,1994-04-27,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[603486063, 151535568]",10,824,0
Kristin Bates,F,893235069,2000-11-12,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'BS' 'JS'],Apartment,6000-8000,7000,"[908962752, 365946241]",10,836,0
Lisa Hughes MD,F,857362685,1998-01-06,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,10500-12000,11000,[],10,840,0
Sarah Watson,F,527632122,2001-06-08,Junior,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Traditional Residence Hall,6000-8000,7000,"[144937335, 786531272]",10,874,0
Christopher Foster III,M,836541442,2004-04-22,Junior,School of Environmental and Biological Sciences,0,1,['NCA' 'MH' 'JS'],Suite,8000-11000,10000,[753758342],10,901,0
Kristina Lee,F,430830544,1999-12-08,Sophomore,School of Arts and Sciences,0,1,['AH' 'NCA' 'BS'],Apartment,8000-11000,10000,[],10,908,0
Wanda Li,F,636101226,2000-09-01,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'BS'],Traditional Residence Hall,8000-11000,10000,[601226105],10,924,0
Jerry Harper,M,927608454,2000-06-09,Sophomore,School of Arts and Sciences,0,1,['RA' 'MH' 'WS'],Apartment,8000-11000,10000,"[924965141, 319452988]",10,963,0
Joan Jackson,F,749036042,2002-05-20,Sophomore,School of Social Work,0,1,['MH' 'BS' 'SA'],Suite,8000-11000,10000,[],10,986,0
Joanna Dillon,F,387847233,2005-05-20,Sophomore,Mason Gross School of the Arts,0,1,['CS' 'BH' 'MH'],Apartment,4000-6000,5000,"[795724235, 103461993]",10,1061,0
Emma Davis,F,855743068,1996-04-25,Postdoctoral studies,Graduate School of Education,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[912675600],10,1080,0
Andrea Erickson,F,982377914,2002-06-14,Sophomore,School of Engineering,0,1,['CS' 'BS' 'NCA'],Suite,4000-6000,5000,"[930210230, 901938002]",10,1093,0
Hannah Flowers,F,356307065,1994-07-13,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[876674098, 114304197]",10,1144,0
Steven Williams,M,452579286,1997-05-16,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[903932424],10,1159,0
Kenneth Stuart,M,865913800,2004-08-28,Senior,School of Arts and Sciences,0,1,['BS' 'JS' 'SA'],Apartment,4000-6000,5000,[],10,1201,0
Matthew Carlson,M,567688748,2004-02-27,Junior,School of Management and Labor Relations,0,1,['MRS' 'BS' 'SA'],Suite,8000-11000,10000,[],10,1206,0
Virginia Shields,F,635734722,2001-12-29,Senior,Mason Gross School of the Arts,0,1,['RA' 'SA' 'BS'],Apartment,6000-8000,7000,[],10,1220,0
Nicole Thomas,F,433566533,1996-02-23,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[268677097, 974009663]",10,1238,0
Anne Mitchell,F,451275328,2002-06-22,Senior,School of Communication and Information,0,1,['SA' 'NCA' 'JS'],Suite,6000-8000,7000,[388686618],10,1266,0
Michael Gonzales,M,375384229,2000-09-12,Sophomore,School of Social Work,0,1,['SA' 'TS' 'RA'],Apartment,4000-6000,5000,[],10,1374,0
Thomas Bush,M,221411438,2003-01-17,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'RA' 'AH'],Traditional Residence Hall,4000-6000,5000,[],10,1381,0
Matthew Patel,M,575222802,2001-10-14,Sophomore,School of Environmental and Biological Sciences,0,1,['NCA' 'BS' 'JS'],Suite,8000-11000,10000,[],10,1393,0
Mr. Keith Rivera,M,638737587,2005-05-17,Sophomore,School of Arts and Sciences,0,1,['MS' 'AH' 'JS'],Traditional Residence Hall,8000-11000,10000,[],10,1404,0
Kelly Mcbride,F,557600799,2001-01-03,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BH' 'RA' 'NCA'],Suite,6000-8000,7000,[],10,1428,0
Karla Williams,F,800570258,2001-05-20,Junior,School of Arts and Sciences,0,1,['BS' 'NCA' 'MZH'],Traditional Residence Hall,8000-11000,10000,"[181964183, 871003296]",10,1445,0
Kathryn Stewart,F,255821404,1998-08-27,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[291285625],10,1480,0
Amanda Arnold,F,607295578,2001-01-24,Senior,School of Arts and Sciences,0,1,['NCA' 'WS' 'MZH'],Suite,8000-11000,10000,[894989647],10,1486,0
Christopher Bauer,M,350977125,2000-06-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'NCA'],Suite,4000-6000,5000,[],10,1506,0
Janet Freeman,F,561541777,2004-09-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MRS' 'CS'],Apartment,4000-6000,5000,[],10,1522,0
Derek Esparza,M,599192463,2004-06-28,Junior,School of Arts and Sciences,0,1,['MZH' 'MH' 'RA'],Suite,6000-8000,7000,[779369512],10,1570,0
Jennifer Romero,F,277652033,2001-10-12,Junior,School of Communication and Information,0,1,['BS' 'NCA' 'MH'],Suite,4000-6000,5000,"[916847882, 629525899]",10,1590,0
Michael Acosta,M,650479748,2000-01-19,Junior,School of Engineering,0,1,['MRS' 'RA' 'NCA'],Traditional Residence Hall,8000-11000,10000,[],10,1606,0
Beth Ramirez,F,438018770,2004-07-23,Senior,School of Arts and Sciences,0,1,['MZH' 'SA' 'NCA'],Traditional Residence Hall,8000-11000,10000,[],10,1609,0
Gary Miller,M,741271191,2004-12-21,Sophomore,School of Engineering,0,1,['NCA' 'SA' 'WS'],Apartment,6000-8000,7000,"[953891067, 964890852]",10,1614,0
Leslie Colon,F,922235231,1998-05-05,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[],10,1618,0
Lindsey Ryan,F,574753715,1993-12-21,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,8000-10500,9500,[651545505],10,1623,0
Cynthia Harvey,F,225950160,2004-06-30,Junior,School of Arts and Sciences,0,1,['BS' 'MZH' 'RA'],Traditional Residence Hall,4000-6000,5000,[736496192],10,1633,0
Scott Morrison,M,712455166,2002-06-17,Sophomore,School of Communication and Information,0,1,['NCA' 'CS' 'BH'],Apartment,4000-6000,5000,[],10,1667,0
Keith Roy,M,502838322,2005-06-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'SA' 'NCA'],Suite,4000-6000,5000,[],10,1676,0
Juan Mcfarland,M,561362477,2004-08-01,Senior,School of Management and Labor Relations,0,1,['SA' 'BS' 'MS'],Apartment,4000-6000,5000,[],10,1691,0
Chase Kelly,M,292119345,2001-12-23,Sophomore,School of Arts and Sciences,0,1,['BH' 'NCA' 'RA'],Suite,6000-8000,7000,"[452511812, 646807959]",10,1711,0
Christine Ramos,F,352486434,2000-08-18,Sophomore,School of Arts and Sciences,0,1,['SA' 'WS' 'TS'],Apartment,4000-6000,5000,[316482269],10,1792,0
Jose Carter,M,602395699,2002-04-11,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'WS'],Apartment,4000-6000,5000,"[135587111, 772236253]",10,1797,0
Jason Kirby,M,904852890,2004-09-14,Sophomore,School of Arts and Sciences,0,1,['SA' 'RA' 'WS'],Apartment,8000-11000,10000,[814821084],10,1797,0
Vincent Flores,M,771073715,2003-01-25,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['TS' 'BS' 'MRS'],Apartment,8000-11000,10000,"[696942589, 469705961]",10,1829,0
William Freeman,M,986780653,2003-04-10,Junior,School of Management and Labor Relations,0,1,['NCA' 'MZH' 'AH'],Apartment,4000-6000,5000,"[615292747, 768429459]",10,1830,0
Mary Zuniga,F,470713387,2000-10-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'NCA' 'SA'],Suite,4000-6000,5000,"[901296741, 937863937]",10,1849,0
Bradley Ruiz,M,944807885,2004-05-26,Junior,School of Social Work,0,1,['SA' 'RA' 'NCA'],Traditional Residence Hall,4000-6000,5000,"[984207829, 272128750]",10,1873,0
Kimberly Johnson,F,383680741,2001-10-01,Sophomore,School of Arts and Sciences,0,1,['WS' 'BS' 'SA'],Apartment,4000-6000,5000,"[978199319, 433505188]",10,1874,0
Melinda Welch,F,202117513,2005-04-02,Sophomore,School of Management and Labor Relations,0,1,['BS' 'MS' 'NCA'],Suite,8000-11000,10000,[],10,1880,0
Veronica Price,F,481435739,2003-08-26,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'NCA' 'TS'],Suite,4000-6000,5000,"[534752544, 452949893]",10,1890,0
Richard Clark,M,708360895,2000-01-28,Senior,School of Engineering,0,1,['WS' 'NCA' 'RA'],Suite,4000-6000,5000,"[428256820, 103736293]",10,1909,0
Eric Osborne,M,121303167,2002-11-15,Sophomore,School of Social Work,0,1,['MH' 'NCA' 'WS'],Suite,8000-11000,10000,"[814367613, 297998840]",10,1938,0
Connie Johnson,F,684646793,1999-07-19,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[],10,1951,0
Hunter Hodge,M,901997846,2003-05-08,Senior,School of Communication and Information,0,1,['NCA' 'JS' 'SA'],Suite,8000-11000,10000,"[818042591, 436088618]",10,1957,0
Suzanne Prince,F,207709447,2002-07-18,Senior,School of Engineering,0,1,['TS' 'RA' 'MZH'],Apartment,8000-11000,10000,"[763040471, 965954075]",10,1976,0
William Edwards,M,178433702,2005-02-06,Sophomore,Mason Gross School of the Arts,0,1,['MS' 'BS' 'TS'],Apartment,4000-6000,5000,[],10,2074,0
Teresa Graham,F,879225212,2001-06-20,Sophomore,School of Arts and Sciences,0,1,['BS' 'AH' 'SA'],Apartment,6000-8000,7000,"[530878093, 594111108]",10,2076,0
Craig James,M,998288490,2001-08-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'CS' 'BS'],Apartment,8000-11000,10000,[],10,2076,0
Franklin Lucas,M,114184686,2002-08-01,Junior,Mason Gross School of the Arts,0,1,['MH' 'MRS' 'MS'],Suite,4000-6000,5000,"[398660197, 400522703]",10,2154,0
Brian Owens,M,508823222,2000-04-25,Junior,School of Arts and Sciences,0,1,['RA' 'NCA' 'SA'],Traditional Residence Hall,4000-6000,5000,[],10,2179,0
Alicia Thomas,F,615292747,2002-11-06,Junior,School of Social Work,0,1,['SA' 'JS' 'MH'],Apartment,4000-6000,5000,"[986780653, 768429459]",10,2203,0
Gabriel Campbell,M,197372610,1997-06-27,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[877976074, 343003019]",10,2230,0
Debbie Phillips,F,534749823,2005-05-12,Junior,School of Engineering,0,1,['BS' 'SA' 'NCA'],Suite,8000-11000,10000,"[547889854, 434107711]",10,2304,0
Sonia Donaldson,F,756760565,2002-09-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MS' 'RA' 'WS'],Suite,4000-6000,5000,"[175118670, 340268850]",10,2306,0
Crystal Kirk,F,214805927,2001-11-19,Junior,Mason Gross School of the Arts,0,1,['BS' 'MZH' 'MRS'],Suite,8000-11000,10000,"[687555238, 922418300]",10,2377,0
Adam Price,M,725237350,2004-04-28,Senior,Mason Gross School of the Arts,0,1,['MZH' 'AH' 'MS'],Suite,4000-6000,5000,[],10,2414,0
Tiffany Wu,F,306169535,2000-06-22,Sophomore,School of Communication and Information,0,1,['SA' 'MS' 'CS'],Apartment,8000-11000,10000,[],10,2431,0
Roy Levine,M,722525976,2004-04-21,Junior,School of Management and Labor Relations,0,1,['SA' 'NCA' 'BS'],Apartment,6000-8000,7000,[],10,2431,0
Elizabeth James,F,740968046,2000-12-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'BS' 'JS'],Apartment,8000-11000,10000,"[716054565, 883232107]",10,2434,0
Thomas Cantu,M,685185360,1998-05-15,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[919679131],10,2453,0
Sarah Ramirez,F,176597034,2004-08-12,Sophomore,School of Social Work,0,1,['BS' 'MS' 'MRS'],Apartment,6000-8000,7000,[],10,2464,0
Jessica Schmidt,F,873406136,1996-06-12,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,8000-10500,9500,[],10,2486,0
Sara Martinez,F,570202725,2002-12-03,Junior,Mason Gross School of the Arts,0,1,['BS' 'CS' 'MRS'],Apartment,4000-6000,5000,"[300830485, 211279960]",10,2524,0
Natasha Wilson,F,508728960,2005-03-01,Junior,School of Arts and Sciences,0,1,['MRS' 'MZH' 'BS'],Apartment,4000-6000,5000,[359307787],10,2528,0
Taylor Wiley,F,341882434,2000-08-14,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[249801549, 160739587]",10,2536,0
Roy Reyes,M,756081952,2005-03-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'SA'],Suite,4000-6000,5000,[],10,2549,0
Daniel Murphy,M,426770959,2005-09-23,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'NCA' 'BH'],Suite,4000-6000,5000,"[857592918, 304169466]",10,2552,0
Roy Patel,M,654248558,2004-11-22,Sophomore,School of Arts and Sciences,0,1,['JS' 'MZH' 'RA'],Traditional Residence Hall,8000-11000,10000,[],10,2637,0
