name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Christina Jackson,F,784223331,2000-11-12,Sophomore,School of Management and Labor Relations,0,1,['MZH' 'BS' 'RA'],Traditional Residence Hall,8000-11000,10000,[],10,10518,0
David Miranda,M,537324246,2002-05-13,Senior,School of Social Work,0,1,['SA' 'JS' 'RA'],Traditional Residence Hall,6000-8000,7000,"[149343447, 265621555]",10,10527,0
James Leonard,M,465325155,1997-01-07,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[371008991],10,10540,0
Candace Thompson,F,272128750,2003-12-07,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Apartment,4000-6000,5000,[944807885],10,10545,0
Matthew Hines,M,160728126,2003-12-04,Sophomore,School of Environmental and Biological Sciences,0,1,['MZH' 'MH' 'BS'],Traditional Residence Hall,4000-6000,5000,"[465664375, 680133113]",10,10583,0
Michael Anderson,M,239726532,2000-06-28,Senior,School of Arts and Sciences,0,1,['MH' 'NCA' 'BS'],Suite,4000-6000,5000,"[660767970, 916583566]",10,10613,0
Scott Garner,M,497761398,2005-02-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['JS' 'MH' 'MS'],Traditional Residence Hall,4000-6000,5000,"[842031643, 644078125]",10,10680,0
Thomas Bush,M,221411438,2003-01-17,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'RA' 'AH'],Traditional Residence Hall,4000-6000,5000,[],10,10684,0
Mrs. Frances Juarez,F,100377899,2001-11-06,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'SA' 'JS'],Traditional Residence Hall,4000-6000,5000,[849362331],10,10711,0
Mary Green,F,349510475,2002-12-17,Sophomore,School of Arts and Sciences,0,1,['AH' 'MS' 'BS'],Suite,8000-11000,10000,[102146644],10,10757,0
Christopher Chambers,M,901107437,2003-06-05,Sophomore,School of Arts and Sciences,0,1,['TS' 'SA' 'NCA'],Suite,4000-6000,5000,"[605106943, 524552111]",10,10783,0
Emma Davis,F,855743068,1996-04-25,Postdoctoral studies,Graduate School of Education,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[912675600],10,10805,0
Patricia Morrison,F,798072270,2001-09-25,Senior,Mason Gross School of the Arts,0,1,['JS' 'SA' 'NCA'],Apartment,4000-6000,5000,[],10,10815,0
Jennifer Anderson,F,437315716,2004-03-22,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'JS'],Apartment,4000-6000,5000,"[534254570, 780636241]",10,10860,0
Sherry Stewart,F,268349349,2001-06-09,Sophomore,School of Engineering,0,1,['SA' 'TS' 'NCA'],Apartment,4000-6000,5000,"[127879701, 866622672]",10,10904,0
Carlos Mills,M,980379335,1998-05-06,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[115015495],10,10926,0
Alan Alexander,M,124877094,2003-11-01,Senior,School of Engineering,0,1,['NCA' 'BS' 'SA'],Suite,6000-8000,7000,[424020162],10,10928,0
Joseph Santos,M,465397621,2003-06-08,Sophomore,School of Communication and Information,0,1,['RA' 'MH' 'BS'],Apartment,4000-6000,5000,"[925421476, 832616369]",10,10933,0
Jennifer Conway,F,434773869,1999-12-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'NCA' 'JS'],Traditional Residence Hall,4000-6000,5000,"[803517621, 681355286]",10,10934,0
Andrew Myers,M,472818612,2004-10-27,Sophomore,School of Arts and Sciences,0,1,['JS' 'MS' 'MZH'],Suite,4000-6000,5000,[481591617],10,10960,0
Maria Gonzalez,F,154295734,2004-03-04,Sophomore,School of Social Work,0,1,['JS' 'SA' 'RA'],Apartment,4000-6000,5000,"[613436149, 553300718]",10,10967,0
Christopher Allen,M,606084577,2004-01-26,Senior,School of Arts and Sciences,0,1,['BS' 'SA' 'WS'],Suite,4000-6000,5000,[],10,11067,0
Thomas Harris,M,731575370,2001-12-14,Junior,School of Arts and Sciences,0,1,['SA' 'BS' 'CS'],Suite,4000-6000,5000,[],10,11093,0
William Watts,M,949197338,2001-12-21,Junior,School of Environmental and Biological Sciences,0,1,['NCA' 'BS' 'TS'],Suite,8000-11000,10000,"[822327943, 778036751]",10,11103,0
Carrie Chase,F,615758564,2003-03-03,Sophomore,School of Arts and Sciences,0,1,['JS' 'BS' 'SA'],Traditional Residence Hall,8000-11000,10000,[249317349],10,11110,0
Amanda Thompson,F,631913550,2003-09-27,Sophomore,School of Arts and Sciences,0,1,['JS' 'AH' 'MH'],Suite,8000-11000,10000,[],10,11117,0
Jennifer Morris,F,777033829,2004-09-30,Sophomore,School of Arts and Sciences,0,1,['MRS' 'BS' 'CS'],Apartment,4000-6000,5000,[],10,11138,0
Thomas Baxter,M,289098131,2003-08-21,Sophomore,School of Environmental and Biological Sciences,0,1,['JS' 'BS' 'BH'],Traditional Residence Hall,8000-11000,10000,[351709470],10,11148,0
Paul Rodriguez,M,533011192,2003-01-29,Senior,Mason Gross School of the Arts,0,1,['BH' 'RA' 'BS'],Suite,6000-8000,7000,[],10,11186,0
Brianna Smith,F,320081462,2000-01-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['TS' 'RA' 'BS'],Suite,6000-8000,7000,"[263709821, 708482572]",10,11187,0
Nancy Pearson,F,721945592,2000-10-10,Senior,School of Arts and Sciences,0,1,['JS' 'CS' 'MZH'],Suite,8000-11000,10000,"[897452102, 532002855]",10,11228,0
Janet Clayton,F,234693055,2004-05-27,Junior,School of Management and Labor Relations,0,1,['MS' 'RA' 'BS'],Suite,8000-11000,10000,"[478671264, 543789456]",10,11273,0
Jill Brown,F,469226236,2001-04-17,Sophomore,School of Communication and Information,0,1,['MZH' 'WS' 'JS'],Apartment,4000-6000,5000,"[917038386, 958373680]",10,11283,0
Justin Maxwell,M,330084853,2000-06-15,Sophomore,School of Arts and Sciences,0,1,['RA' 'WS' 'TS'],Suite,4000-6000,5000,"[106597921, 946369913]",10,11307,0
Cheyenne Rice,F,223979924,2005-09-14,Junior,School of Arts and Sciences,0,1,['RA' 'JS' 'MS'],Apartment,8000-11000,10000,"[935965896, 474398783]",10,11330,0
Stacey Olsen,F,490743962,2000-10-16,Junior,School of Social Work,0,1,['BS' 'SA' 'RA'],Apartment,4000-6000,5000,[],10,11377,0
Christine Smith,F,254873730,2002-07-15,Sophomore,School of Arts and Sciences,0,1,['MRS' 'JS' 'NCA'],Traditional Residence Hall,4000-6000,5000,[131465857],10,11379,0
Shannon Jones,F,878189408,1999-11-17,Senior,School of Arts and Sciences,0,1,['RA' 'NCA' 'MRS'],Suite,8000-11000,10000,[],10,11386,0
Madison Hebert,F,773593684,2004-07-24,Junior,School of Arts and Sciences,0,1,['RA' 'MH' 'BS'],Suite,8000-11000,10000,"[748212154, 657478424]",10,11421,0
Jorge Smith,M,147284618,2004-12-09,Junior,School of Arts and Sciences,0,1,['RA' 'SA' 'BS'],Suite,4000-6000,5000,[],10,11430,0
Jeffrey Patton,M,742813220,2003-05-22,Junior,School of Arts and Sciences,0,1,['BS' 'TS' 'RA'],Traditional Residence Hall,4000-6000,5000,"[739150675, 991242329]",10,11433,0
Nathan Clark,M,383048890,2003-06-01,Junior,Mason Gross School of the Arts,0,1,['MS' 'BS' 'NCA'],Apartment,6000-8000,7000,"[793398282, 846597440]",10,11464,0
Brandon Price,M,518407188,2001-05-09,Sophomore,School of Arts and Sciences,0,1,['RA' 'CS' 'MH'],Apartment,4000-6000,5000,[],10,11546,0
Trevor Williams,M,355429583,2003-01-30,Sophomore,Mason Gross School of the Arts,0,1,['MZH' 'BS' 'WS'],Apartment,8000-11000,10000,[],10,11575,0
Virginia Porter,F,910806332,2000-08-13,Senior,School of Engineering,0,1,['WS' 'MS' 'JS'],Suite,4000-6000,5000,"[355161852, 508363907]",10,11628,0
Kevin Frazier,M,112224724,2002-09-08,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Suite,8000-11000,10000,[],10,11665,0
Michael Morton,M,154074182,2000-10-04,Senior,School of Environmental and Biological Sciences,0,1,['JS' 'BH' 'BS'],Suite,6000-8000,7000,"[245197544, 593946344]",10,11683,0
Amanda Lara,F,462259232,2001-11-25,Senior,School of Arts and Sciences,0,1,['MH' 'RA' 'NCA'],Suite,6000-8000,7000,"[509767615, 424775036]",10,11699,0
Mrs. Maureen Vasquez,F,502846478,2000-04-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Suite,4000-6000,5000,"[287833857, 700066777]",10,11708,0
Kara Jones,F,787262345,2000-03-15,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[112536341],10,11742,0
Kayla Harrell,F,331716086,1997-07-28,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[241304572, 533271194]",10,11757,0
Julie Baker,F,466522287,1997-01-15,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[351863477, 699646051]",10,11762,0
Denise Weiss,F,235199006,2003-08-04,Sophomore,School of Engineering,0,1,['BS' 'BH' 'NCA'],Apartment,6000-8000,7000,[240354098],10,11792,0
Michael Gardner,M,122332010,2004-06-09,Junior,School of Arts and Sciences,0,1,['WS' 'NCA' 'BS'],Apartment,8000-11000,10000,[],10,11834,0
Steve Velasquez,M,302649695,2002-11-29,Junior,School of Management and Labor Relations,0,1,['MZH' 'NCA' 'BS'],Suite,4000-6000,5000,[181290179],10,11873,0
Jose White,M,923733241,1999-12-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'AH' 'NCA'],Apartment,6000-8000,7000,"[973531696, 410993460]",10,11879,0
Christopher Jones,M,596504211,1997-05-15,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,10500-12000,11000,[901046333],10,11915,0
Jennifer Hayes,F,114444943,2005-07-06,Senior,School of Arts and Sciences,0,1,['RA' 'SA' 'BS'],Suite,8000-11000,10000,"[130062201, 975760143]",10,11943,0
Arthur Harris,M,834658886,2002-06-26,Senior,School of Arts and Sciences,0,1,['RA' 'AH' 'MZH'],Apartment,6000-8000,7000,[],10,11952,0
Cindy Guerra,F,836291693,2000-03-06,Junior,School of Arts and Sciences,0,1,['MH' 'JS' 'TS'],Traditional Residence Hall,4000-6000,5000,[],10,11957,0
Cristina Lozano,F,915402925,2004-04-17,Sophomore,School of Arts and Sciences,0,1,['SA' 'CS' 'RA'],Suite,8000-11000,10000,[337594846],10,11972,0
Don Rios,M,941643425,2003-12-15,Sophomore,Mason Gross School of the Arts,0,1,['JS' 'BS' 'RA'],Apartment,4000-6000,5000,"[630092177, 705880858]",10,11975,0
Derek Cole DDS,M,118998564,2001-03-31,Junior,School of Engineering,0,1,['TS' 'NCA' 'JS'],Traditional Residence Hall,6000-8000,7000,[],10,11977,0
Douglas Cole,M,552619013,2004-12-08,Sophomore,School of Environmental and Biological Sciences,0,1,['AH' 'BS' 'RA'],Traditional Residence Hall,4000-6000,5000,[],10,11992,0
Edward Tucker,M,325296205,2000-11-21,Junior,School of Social Work,0,1,['BS' 'MRS' 'RA'],Suite,8000-11000,10000,"[449433313, 933892588]",10,12018,0
Michelle Sweeney,F,398446661,2004-12-17,Senior,Mason Gross School of the Arts,0,1,['AH' 'BS' 'MH'],Suite,6000-8000,7000,"[953878007, 927242708]",10,12079,0
Jason Richardson,M,543789456,2004-11-02,Sophomore,Mason Gross School of the Arts,0,1,['TS' 'AH' 'BS'],Apartment,8000-11000,10000,[234693055],10,12100,0
Claudia Hayes,F,708693606,2004-07-22,Sophomore,School of Arts and Sciences,0,1,['NCA' 'JS' 'MS'],Apartment,8000-11000,10000,[],10,12140,0
Vanessa Black,F,357404337,1997-01-03,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[717217591, 247925663]",10,12162,0
Donna Lawrence,F,898186275,2003-04-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'NCA' 'BS'],Suite,8000-11000,10000,[],10,12169,0
Richard Haynes PhD,M,511338633,2003-09-08,Sophomore,School of Engineering,0,1,['BS' 'RA' 'SA'],Suite,8000-11000,10000,"[212396613, 704224493]",10,12204,0
Carl Diaz,M,570095088,2004-04-13,Sophomore,School of Arts and Sciences,0,1,['AH' 'CS' 'JS'],Apartment,8000-11000,10000,"[426789084, 157002533]",10,12230,0
Adam Khan,M,515256828,2003-07-20,Senior,School of Social Work,0,1,['BS' 'SA' 'WS'],Suite,4000-6000,5000,"[206443565, 357099246]",10,12246,0
Todd Greene,M,365396690,2000-05-05,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[299031307, 753223846]",10,12255,0
Roy Holmes,M,496990236,2005-08-03,Senior,School of Communication and Information,0,1,['JS' 'BS' 'NCA'],Apartment,6000-8000,7000,[],10,12276,0
Maria Miller,F,340168892,2002-08-11,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BS' 'JS'],Traditional Residence Hall,6000-8000,7000,[971707551],10,12386,0
Hunter Rivera II,M,345468890,2000-03-05,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[457771334, 113315817]",10,12387,0
William Hopkins,M,552333606,2003-07-20,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'BH'],Apartment,4000-6000,5000,"[632318093, 572861332]",10,12395,0
Debra Rivas,F,198078065,2002-04-30,Junior,Mason Gross School of the Arts,0,1,['BS' 'TS' 'MS'],Suite,6000-8000,7000,"[266266929, 513728371]",10,12407,0
Colleen Gomez,F,102866432,1995-08-04,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,10500-12000,11000,[],10,12411,0
Matthew Morrison,M,467545307,2004-03-10,Sophomore,School of Arts and Sciences,0,1,['TS' 'MH' 'SA'],Apartment,8000-11000,10000,"[264461143, 800801906]",10,12435,0
Jill Russell,F,489976288,2005-03-01,Junior,School of Arts and Sciences,0,1,['BS' 'MZH' 'NCA'],Suite,4000-6000,5000,[],10,12455,0
Lisa Mercado,F,389453989,2001-07-30,Senior,School of Management and Labor Relations,0,1,['BS' 'SA' 'RA'],Apartment,4000-6000,5000,"[856569590, 532193525]",10,12483,0
Michelle Knight,F,946717419,2004-04-09,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'MS'],Apartment,8000-11000,10000,[975350048],10,12492,0
Mark Cook,M,974899531,2000-08-22,Junior,School of Social Work,0,1,['SA' 'BS' 'MH'],Apartment,8000-11000,10000,[809709405],10,12506,0
Reginald Brown,M,759286741,2002-07-19,Sophomore,School of Management and Labor Relations,0,1,['MH' 'NCA' 'SA'],Apartment,6000-8000,7000,[302908986],10,12529,0
Arthur Barrett,M,847905746,2004-02-08,Junior,Mason Gross School of the Arts,0,1,['BH' 'SA' 'BS'],Suite,8000-11000,10000,"[496070805, 809762278]",10,12535,0
Latoya Cooper,F,846614720,2001-05-25,Junior,School of Communication and Information,0,1,['BS' 'WS' 'AH'],Suite,4000-6000,5000,"[175605220, 349784665]",10,12540,0
Michele Nguyen,F,350138299,1999-11-04,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[282470099, 731259678]",10,12543,0
Pamela Johnson,F,892853148,2005-08-19,Senior,School of Engineering,0,1,['MZH' 'BH' 'MS'],Traditional Residence Hall,4000-6000,5000,"[500676165, 555117496]",10,12598,0
Nicholas Mckee,M,881890527,1999-07-02,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[593871824, 335024123]",10,12629,0
Patricia Ali,F,366915067,2001-07-04,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'SA' 'CS'],Suite,4000-6000,5000,[438050831],10,12639,0
Catherine Fitzgerald,F,472290539,2001-05-04,Junior,School of Communication and Information,0,1,['BS' 'JS' 'MS'],Suite,6000-8000,7000,"[646410910, 793073840]",10,12662,0
Carla Hill,F,732087780,1998-11-27,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[820697098, 387918930]",10,12675,0
Amanda Gonzales,F,668497217,2000-07-09,Sophomore,School of Arts and Sciences,0,1,['WS' 'RA' 'SA'],Apartment,4000-6000,5000,[873591164],10,12685,0
Wanda Li,F,636101226,2000-09-01,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'BS'],Traditional Residence Hall,8000-11000,10000,[601226105],10,12692,0
Stephen Long,M,255939123,1994-06-19,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,10500-12000,11000,"[139392252, 779236375]",10,12695,0
Lisa Marks,F,839649183,2004-06-20,Sophomore,School of Arts and Sciences,0,1,['NCA' 'BS' 'MS'],Suite,8000-11000,10000,"[297373304, 746669936]",10,12702,0
Barry Fitzpatrick,M,978048577,2004-05-11,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'MS'],Suite,6000-8000,7000,[638433333],10,12710,0
Mark Porter Jr.,M,617698917,2000-01-20,Sophomore,School of Arts and Sciences,0,1,['BH' 'WS' 'MH'],Traditional Residence Hall,4000-6000,5000,[],10,12710,0
Debra Sutton,F,783755557,2004-08-14,Junior,School of Management and Labor Relations,0,1,['BS' 'SA' 'MH'],Apartment,4000-6000,5000,"[737808944, 920559714]",10,12716,0
Jesus Keller,M,824869619,2003-09-26,Junior,Mason Gross School of the Arts,0,1,['AH' 'BS' 'WS'],Traditional Residence Hall,8000-11000,10000,[],10,12732,0
Jessica Dean,F,643350458,1995-03-23,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[780099353],10,12745,0
Dustin Stafford,M,325692626,2002-04-09,Sophomore,Mason Gross School of the Arts,0,1,['TS' 'CS' 'AH'],Suite,6000-8000,7000,[],10,12768,0
Alex Perez,M,907819618,1999-10-22,Sophomore,School of Arts and Sciences,0,1,['RA' 'MS' 'NCA'],Traditional Residence Hall,6000-8000,7000,"[694571312, 206112373]",10,12782,0
Tammy Hughes,F,633586650,1995-11-17,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[712469170],10,12838,0
Timothy Singh,M,318251559,2001-07-18,Junior,School of Arts and Sciences,0,1,['NCA' 'SA' 'MS'],Apartment,6000-8000,7000,[950265221],10,12859,0
Kevin Allison,M,814766533,2004-11-12,Sophomore,School of Arts and Sciences,0,1,['SA' 'AH' 'RA'],Apartment,4000-6000,5000,[510740704],10,12880,0
Jasmine Arnold,F,929066994,1999-11-24,Junior,School of Social Work,0,1,['RA' 'BS' 'NCA'],Suite,4000-6000,5000,[],10,12985,0
Victor Gillespie,M,523141761,2000-11-30,Senior,School of Arts and Sciences,0,1,['MS' 'MH' 'RA'],Suite,8000-11000,10000,[557315057],10,12991,0
Christopher Harris,M,722245603,1994-10-01,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[],10,12996,0
Michael Thompson,M,211808274,2004-12-15,Sophomore,School of Engineering,0,1,['BS' 'AH' 'NCA'],Suite,8000-11000,10000,[],10,13006,0
Robert Hoffman,M,443282610,2004-12-21,Junior,School of Arts and Sciences,0,1,['CS' 'BS' 'NCA'],Suite,6000-8000,7000,[175172824],10,13035,0
Michelle Craig,F,510864125,1998-11-15,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[835081503, 996544233]",10,13191,0
Mason Rios,M,188388066,1999-12-10,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[343764116, 327668009]",10,13222,0
Stephanie Whitney,F,721612624,2004-12-18,Senior,School of Communication and Information,0,1,['MZH' 'JS' 'RA'],Suite,6000-8000,7000,[859919369],10,13243,0
Patricia Sandoval,F,111961108,2005-01-27,Sophomore,School of Communication and Information,0,1,['MS' 'AH' 'RA'],Traditional Residence Hall,4000-6000,5000,[],10,13306,0
Joseph Mccoy,M,489606481,1999-07-30,Masters,Graduate School of Applied and Professional Psychology,0,1,['JA' 'BA'],Apartment,8000-10500,9500,[648856078],10,13306,0
David Crawford,M,717847032,1999-12-16,Sophomore,School of Engineering,0,1,['JS' 'MH' 'MS'],Suite,8000-11000,10000,"[808127757, 740577753]",10,13317,0
Eric Robinson DVM,M,495073737,2005-05-28,Sophomore,School of Environmental and Biological Sciences,0,1,['RA' 'SA' 'MRS'],Suite,8000-11000,10000,[],10,13329,0
Debbie Phillips,F,534749823,2005-05-12,Junior,School of Engineering,0,1,['BS' 'SA' 'NCA'],Suite,8000-11000,10000,"[547889854, 434107711]",10,13332,0
Brian Thomas,M,201663330,2001-10-31,Junior,School of Management and Labor Relations,0,1,['NCA' 'MS' 'BS'],Suite,4000-6000,5000,"[829841232, 453813841]",10,13346,0
Dylan Jones,M,339751984,1994-05-14,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,8000-10500,9500,[541107432],10,13382,0
Raymond Beard,M,700183299,1996-04-30,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,10500-12000,11000,[765995181],10,13420,0
Natalie Ramsey,F,283710329,2002-11-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'NCA' 'WS'],Suite,4000-6000,5000,"[979441874, 802728143]",10,13432,0
Deanna Nguyen,F,856346114,2000-12-24,Sophomore,School of Arts and Sciences,0,1,['SA' 'BH' 'MS'],Suite,4000-6000,5000,[],10,13441,0
Daniel Duncan,M,285353719,2000-08-24,Sophomore,School of Engineering,0,1,['RA' 'BS' 'TS'],Apartment,4000-6000,5000,[613793479],10,13467,0
Michaela Macdonald,F,996009471,2004-03-20,Junior,School of Arts and Sciences,0,1,['NCA' 'MH' 'RA'],Apartment,4000-6000,5000,"[287278052, 760785445]",10,13515,0
Emily Lindsey,F,517074469,1995-03-17,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,8000-10500,9500,"[810942610, 157780973]",10,13515,0
Sarah Martinez,F,520409548,2000-04-20,Sophomore,School of Communication and Information,0,1,['RA' 'MS' 'BS'],Suite,4000-6000,5000,[701472249],10,13625,0
Jason Kirk,M,502111819,2000-06-06,Junior,School of Arts and Sciences,0,1,['AH' 'BS' 'MZH'],Suite,4000-6000,5000,"[159775015, 915734189]",10,13654,0
Courtney Stewart,F,726708290,2003-12-25,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'NCA' 'BS'],Suite,8000-11000,10000,[],10,13670,0
Michael Ellis,M,140441745,2005-02-25,Sophomore,School of Arts and Sciences,0,1,['WS' 'TS' 'SA'],Suite,4000-6000,5000,"[762908135, 450800889]",10,13678,0
Katherine Warren,F,984887254,2004-05-14,Sophomore,School of Arts and Sciences,0,1,['BS' 'SA' 'MH'],Suite,4000-6000,5000,[],10,13679,0
Barbara Mcdonald,F,837572800,2002-12-11,Junior,School of Communication and Information,0,1,['SA' 'CS' 'TS'],Traditional Residence Hall,4000-6000,5000,[],10,13717,0
Brandon Lin,M,800754016,1997-03-03,Masters,Graduate School of Education,0,1,['JA' 'BA'],Apartment,8000-10500,9500,[601165672],10,13721,0
Jordan Elliott,F,836529238,2001-03-30,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'CS'],Suite,4000-6000,5000,[668437868],10,13726,0
Maria Acosta,F,446944885,2004-05-11,Senior,School of Social Work,0,1,['NCA' 'MS' 'RA'],Suite,4000-6000,5000,[716910239],10,13751,0
Patrick White,M,392445069,2000-04-10,Senior,School of Arts and Sciences,0,1,['NCA' 'SA' 'MH'],Apartment,6000-8000,7000,"[524349459, 736067033]",10,13767,0
Barry Romero,M,405943264,1999-11-17,Senior,School of Engineering,0,1,['SA' 'JS' 'BS'],Apartment,6000-8000,7000,"[764243888, 490456393]",10,13798,0
Thomas Lawrence,M,670092838,2004-04-09,Junior,School of Engineering,0,1,['BH' 'BS' 'CS'],Traditional Residence Hall,8000-11000,10000,"[217675930, 144109264]",10,13800,0
Joshua Davis,M,922418300,2002-02-27,Sophomore,School of Communication and Information,0,1,['MS' 'NCA' 'SA'],Suite,6000-8000,7000,[214805927],10,13805,0
Mercedes Wallace,F,445243264,2001-10-15,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'RA'],Apartment,4000-6000,5000,"[709597626, 371761305]",10,13843,0
Sylvia Wagner,F,538498666,2000-04-17,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'SA'],Suite,4000-6000,5000,"[721869920, 984389782]",10,13844,0
Alison Shah,F,710059234,1996-02-08,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,10500-12000,11000,"[542003103, 904337873]",10,13854,0
Cynthia Gonzales,F,499000953,2002-10-23,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'NCA'],Suite,8000-11000,10000,"[253255307, 887600238]",10,13866,0
Jenny Sloan MD,F,484755481,2002-01-26,Sophomore,School of Engineering,0,1,['MH' 'NCA' 'TS'],Suite,8000-11000,10000,[],10,13890,0
Gavin Patel,M,935859467,2003-10-17,Junior,School of Communication and Information,0,1,['MRS' 'NCA' 'RA'],Apartment,4000-6000,5000,[194899147],10,13898,0
Erik Mccoy,M,642576013,1996-10-07,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,8000-10500,9500,[176604679],10,13904,0
Jeffrey Allen,M,734536948,2005-03-05,Senior,School of Communication and Information,0,1,['MH' 'SA' 'MRS'],Apartment,8000-11000,10000,[676703245],10,13915,0
James Powell,M,356856936,2003-02-19,Junior,School of Arts and Sciences,0,1,['JS' 'BS' 'NCA'],Apartment,4000-6000,5000,"[888250653, 414665363]",10,13927,0
Melissa Ayala MD,F,895841121,2005-04-03,Junior,Mason Gross School of the Arts,0,1,['SA' 'BS' 'CS'],Suite,4000-6000,5000,"[765819229, 705330084]",10,13935,0
Catherine Mcguire,F,377654777,2000-05-04,Sophomore,School of Communication and Information,0,1,['NCA' 'RA' 'BS'],Apartment,4000-6000,5000,"[715059498, 665342469]",10,13950,0
Mitchell Mason,M,149829015,2005-06-16,Junior,School of Management and Labor Relations,0,1,['NCA' 'MZH' 'RA'],Traditional Residence Hall,4000-6000,5000,"[867020874, 625127594]",10,13960,0
Samantha Serrano,F,926681963,2000-01-08,Sophomore,School of Communication and Information,0,1,['RA' 'MH' 'BS'],Suite,4000-6000,5000,[],10,13965,0
Peter Collins,M,287236387,2000-10-29,Sophomore,Mason Gross School of the Arts,0,1,['RA' 'BS' 'SA'],Apartment,8000-11000,10000,[],10,14071,0
Jordan Walker,M,686782389,2000-11-03,Sophomore,School of Arts and Sciences,0,1,['TS' 'SA' 'BS'],Suite,6000-8000,7000,[],10,14105,0
Daniel Fleming,M,654238594,2002-01-05,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'SA' 'CS'],Suite,4000-6000,5000,"[594175309, 207385604]",10,14130,0
Annette Mccoy,F,669891586,2005-05-01,Sophomore,School of Arts and Sciences,0,1,['BH' 'NCA' 'SA'],Traditional Residence Hall,8000-11000,10000,"[140738439, 665729295]",10,14181,0
David Nash,M,564282999,2001-09-25,Junior,School of Arts and Sciences,0,1,['BS' 'MS' 'MRS'],Suite,6000-8000,7000,"[335385998, 268116492]",10,14212,0
Deborah Villegas,F,164838649,2002-12-13,Sophomore,School of Engineering,0,1,['RA' 'NCA' 'MS'],Suite,4000-6000,5000,[476934928],10,14268,0
Lori Hill,F,206112373,2003-05-18,Senior,School of Engineering,0,1,['BS' 'NCA' 'SA'],Apartment,4000-6000,5000,[694571312],10,14297,0
