name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,preferred_price_range,max_price,roommate_preferences,weights,lottery_number,assigned
Alex Phillips,M,542378868,2002-12-31,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Apartment,8000-11000,12000,"[250145842, 922709577]",15,5223,0
Valerie Price,F,841768838,2004-07-12,Freshman,School of Engineering,0,1,['MH' 'TS' 'BH'],Suite,8000-11000,12000,[538886782],15,5241,0
Heidi Jordan,F,113879586,1999-12-24,Freshman,School of Communication and Information,0,1,['BH' 'MZH' 'TS'],Suite,8000-11000,12000,[849551097],15,5276,0
Miss Amy Sloan DVM,F,277032690,2002-05-02,Freshman,School of Environmental and Biological Sciences,0,1,['MRS' 'MS' 'JS'],Suite,8000-11000,12000,[],15,5288,0
Kevin Richardson,M,356053200,2004-06-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'BS' 'WS'],Suite,8000-11000,12000,[199279160],15,5307,0
Jeanne Martinez,F,470610211,2000-11-21,Freshman,School of Engineering,0,1,['RA' 'MH' 'SA'],Apartment,4000-6000,7000,[950333987],15,5313,0
Jennifer Ramirez,F,516748152,2002-08-04,Freshman,School of Engineering,0,1,['BS' 'MS' 'NCA'],Suite,6000-8000,9000,"[639218436, 305102522]",15,5318,0
Crystal Fitzgerald,F,301367337,2002-08-07,Freshman,School of Engineering,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,8000-11000,12000,[],15,5326,0
Cassandra Hardin,F,288118933,2004-05-16,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'WS'],Suite,4000-6000,7000,"[483223182, 432472432]",15,5338,0
Crystal Martin MD,F,559078926,2004-05-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BH' 'AH' 'MH'],Apartment,8000-11000,12000,[364261041],15,5340,0
Jimmy Gould,M,923797153,2001-01-08,Freshman,Mason Gross School of the Arts,0,1,['BS' 'BH' 'MS'],Suite,4000-6000,7000,[378648174],15,5359,0
Bridget Jenkins,F,191588556,2003-04-27,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'SA' 'BS'],Suite,6000-8000,9000,"[214797702, 238072123]",15,5444,0
Tara Park,F,178940685,2005-04-22,Freshman,School of Arts and Sciences,0,1,['MZH' 'SA' 'MH'],Suite,8000-11000,12000,[],15,5564,0
Leroy Sanchez,M,206239870,2002-09-29,Freshman,School of Arts and Sciences,0,1,['MZH' 'RA' 'MS'],Suite,8000-11000,12000,[847666436],15,5587,0
Taylor Davis,F,705859578,2004-03-18,Freshman,Mason Gross School of the Arts,0,1,['BS' 'RA' 'MS'],Traditional Residence Hall,4000-6000,7000,"[349027753, 828364590]",15,5618,0
Jose Vaughn,M,662496886,2003-11-30,Freshman,School of Arts and Sciences,0,1,['NCA' 'MZH' 'RA'],Apartment,8000-11000,12000,[],15,5625,0
Christopher Owens,M,725472783,2004-05-26,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'RA'],Traditional Residence Hall,8000-11000,12000,[822247661],15,5660,0
Jennifer Blair,F,815138049,2002-01-19,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'AH' 'TS'],Apartment,6000-8000,9000,"[876793557, 404738913]",15,5696,0
Steven Anderson,M,644376126,2004-04-26,Freshman,School of Engineering,0,1,['BS' 'RA' 'SA'],Traditional Residence Hall,8000-11000,12000,[],15,5720,0
Brittany Adams,F,698037935,2000-02-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BH' 'WS' 'RA'],Apartment,8000-11000,12000,[],15,5744,0
Jamie Cardenas,F,810509599,2000-11-11,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MS' 'MRS'],Suite,6000-8000,9000,"[375797132, 339592882]",15,5752,0
John Smith,M,317787976,2004-07-30,Freshman,Mason Gross School of the Arts,0,1,['AH' 'TS' 'MS'],Traditional Residence Hall,8000-11000,12000,"[901779243, 211401025]",15,5963,0
Jason Hall,M,358079629,2004-08-16,Freshman,School of Engineering,0,1,['NCA' 'RA' 'MZH'],Suite,8000-11000,12000,[295203825],15,5967,0
Annette Grant,F,515323729,2000-03-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'SA'],Traditional Residence Hall,8000-11000,12000,[],15,5972,0
Daniel Morris,M,291964555,2004-04-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'SA'],Traditional Residence Hall,6000-8000,9000,[772922766],15,6008,0
Jennifer Juarez,F,652740788,2004-10-26,Freshman,School of Arts and Sciences,0,1,['BS' 'TS' 'MH'],Traditional Residence Hall,8000-11000,12000,[],15,6231,0
George Williams,M,407909946,2004-04-16,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'BS' 'SA'],Traditional Residence Hall,6000-8000,9000,[],15,6236,0
Justin Johnson,M,856333883,2003-09-18,Freshman,School of Communication and Information,0,1,['MZH' 'WS' 'SA'],Suite,8000-11000,12000,[],15,6250,0
Mr. Warren Rodriguez MD,M,333751117,2004-09-18,Freshman,School of Engineering,0,1,['WS' 'CS' 'JS'],Apartment,8000-11000,12000,"[681732557, 556254700]",15,6315,0
Daniel Bailey,M,702983217,2003-06-17,Freshman,School of Communication and Information,0,1,['WS' 'BS' 'MZH'],Apartment,8000-11000,12000,"[760123085, 885682541]",15,6371,0
Ashley Myers,F,713971794,2003-03-23,Freshman,School of Environmental and Biological Sciences,0,1,['TS' 'RA' 'BS'],Suite,8000-11000,12000,[],15,6385,0
Terrence Diaz,M,941139516,2002-05-11,Freshman,School of Arts and Sciences,0,1,['MH' 'BH' 'SA'],Suite,8000-11000,12000,[],15,6489,0
Evan Ward,M,686306645,2001-05-22,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'BS' 'RA'],Suite,8000-11000,12000,[],15,6597,0
Kyle Johnson,M,116807496,2003-05-16,Freshman,School of Engineering,0,1,['BS' 'MH' 'MZH'],Apartment,8000-11000,12000,[285376839],15,6607,0
Cindy Hall,F,377169228,2003-03-21,Freshman,School of Communication and Information,0,1,['AH' 'TS' 'SA'],Apartment,6000-8000,9000,[],15,6610,0
Erika Calderon,F,998681115,2001-04-15,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'NCA'],Apartment,8000-11000,12000,[],15,6758,0
Jennifer Davis,F,671208479,2005-07-03,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'MS'],Traditional Residence Hall,8000-11000,12000,"[501018462, 845387388]",15,6786,0
Jerry Bailey,M,892592773,2000-04-08,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'AH'],Apartment,8000-11000,12000,[976460909],15,6812,0
Michael Olson,M,215188902,1999-11-01,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'NCA' 'BS'],Apartment,8000-11000,12000,"[610314804, 743729721]",15,6830,0
Kirsten Wheeler,F,209126072,2001-10-30,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'NCA'],Suite,8000-11000,12000,"[717105065, 531933341]",15,6831,0
Natasha Padilla,F,549175339,2004-10-31,Freshman,School of Management and Labor Relations,0,1,['AH' 'MRS' 'BS'],Apartment,4000-6000,7000,"[195679272, 365478886]",15,6886,0
Joan Hughes,F,969045061,2002-07-10,Freshman,Mason Gross School of the Arts,0,1,['CS' 'SA' 'WS'],Suite,8000-11000,12000,[845929286],15,6908,0
Robert Pham,M,432472432,2001-05-19,Freshman,School of Arts and Sciences,0,1,['MS' 'NCA' 'CS'],Apartment,8000-11000,12000,[288118933],15,6914,0
Beth Johnson,F,392090987,2001-02-08,Freshman,School of Communication and Information,0,1,['NCA' 'MH' 'BS'],Apartment,8000-11000,12000,"[111636397, 878616993]",15,6983,0
Kimberly Jackson,F,694212164,2001-04-06,Freshman,School of Engineering,0,1,['MS' 'BS' 'RA'],Suite,8000-11000,12000,"[755331365, 869964826]",15,7077,0
Elizabeth Mendez,F,544805718,2001-01-26,Freshman,School of Arts and Sciences,0,1,['MS' 'RA' 'SA'],Suite,8000-11000,12000,"[256690437, 916310788]",15,7081,0
Christian King,M,108069031,2002-07-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MH' 'MZH'],Suite,6000-8000,9000,"[574361036, 614152748]",15,7096,0
Veronica Jones,F,402304429,2005-07-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'AH' 'TS'],Traditional Residence Hall,4000-6000,7000,"[690700431, 297817937]",15,7115,0
Howard Perez DDS,M,294707707,2000-12-05,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,8000-11000,12000,"[518750071, 363516624]",15,7157,0
Matthew Mclaughlin,M,797157252,2004-09-22,Freshman,School of Social Work,0,1,['MS' 'BS' 'RA'],Suite,8000-11000,12000,"[630040164, 623203232]",15,7185,0
Christopher Chandler,M,402161043,1999-10-12,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'RA'],Apartment,8000-11000,12000,[],15,7199,0
Anthony Hunt,M,662939208,2003-02-27,Freshman,School of Engineering,0,1,['SA' 'NCA' 'BS'],Apartment,4000-6000,7000,"[196269877, 791953411]",15,7251,0
Kaylee Castro,F,997750799,2004-10-10,Freshman,School of Arts and Sciences,0,1,['MH' 'JS' 'MZH'],Apartment,4000-6000,7000,[],15,7274,0
Chelsea Miller,F,773374177,2001-07-25,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Suite,8000-11000,12000,"[814758000, 925188523]",15,7277,0
Robert Sandoval,M,867433747,2002-06-02,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'JS'],Traditional Residence Hall,8000-11000,12000,"[352705460, 306570025]",15,7294,0
Judy Rich,F,614876179,2005-05-29,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'BH' 'MZH'],Suite,8000-11000,12000,"[106172154, 693110440]",15,7318,0
Donna Hart,F,668098417,2003-09-25,Freshman,School of Communication and Information,0,1,['MH' 'TS' 'BH'],Suite,8000-11000,12000,[405883909],15,7350,0
Brandon Mcdonald,M,136260905,2003-06-24,Freshman,School of Communication and Information,0,1,['RA' 'BS' 'MRS'],Apartment,8000-11000,12000,"[985485860, 932255229]",15,7371,0
Karl Green,M,746543491,2005-04-22,Freshman,School of Arts and Sciences,0,1,['CS' 'MZH' 'MS'],Suite,6000-8000,9000,"[679166516, 271153321]",15,7377,0
Marvin Diaz,M,835200270,2002-01-15,Freshman,School of Social Work,0,1,['BS' 'NCA' 'RA'],Apartment,8000-11000,12000,[],15,7395,0
Laurie Hernandez,F,492132079,2005-07-26,Freshman,School of Communication and Information,0,1,['BS' 'MRS' 'MS'],Traditional Residence Hall,6000-8000,9000,"[450948096, 887072700]",15,7486,0
Michael Stewart,M,289806237,2003-04-23,Freshman,Mason Gross School of the Arts,0,1,['MZH' 'NCA' 'BH'],Traditional Residence Hall,8000-11000,12000,[325051729],15,7528,0
Marc Salazar,M,351342283,2001-04-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'MH'],Suite,8000-11000,12000,"[635712485, 764341646]",15,7581,0
Daniel Hunter,M,431551470,2001-06-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'SA' 'BH'],Suite,8000-11000,12000,[831055030],15,7739,0
Shawn Lucas,M,231099722,2005-09-10,Freshman,School of Arts and Sciences,0,1,['JS' 'WS' 'MZH'],Suite,4000-6000,7000,"[624484027, 534693745]",15,7860,0
Diamond Hall,F,446730596,2005-05-27,Freshman,School of Arts and Sciences,0,1,['MH' 'TS' 'SA'],Apartment,8000-11000,12000,"[870186697, 373274278]",15,7877,0
James Morgan,M,484247283,2003-05-31,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'RA'],Traditional Residence Hall,8000-11000,12000,"[521566521, 105314476]",15,7880,0
Shannon Floyd,F,161814900,2001-01-14,Freshman,School of Arts and Sciences,0,1,['SA' 'JS' 'BS'],Apartment,8000-11000,12000,[464603679],15,7934,0
Sarah Black,F,469476848,2001-03-04,Freshman,School of Arts and Sciences,0,1,['MS' 'SA' 'TS'],Suite,6000-8000,9000,"[377741210, 674806353]",15,7950,0
Bonnie Weaver,F,647481027,2002-03-24,Freshman,School of Arts and Sciences,0,1,['NCA' 'MZH' 'BS'],Apartment,8000-11000,12000,[],15,7978,0
Xavier Jones,M,927644771,2005-01-11,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'SA' 'MH'],Traditional Residence Hall,8000-11000,12000,"[695350023, 275482557]",15,8031,0
Denise Jordan,F,332071049,1999-10-09,Freshman,Mason Gross School of the Arts,0,1,['BS' 'BH' 'MS'],Suite,8000-11000,12000,[118606903],15,8061,0
Philip Boyer,M,296335859,2005-08-15,Freshman,School of Arts and Sciences,0,1,['BH' 'BS' 'CS'],Suite,4000-6000,7000,"[665450483, 217823923]",15,8076,0
Bobby Jordan,M,381849738,2001-01-18,Freshman,School of Arts and Sciences,0,1,['RA' 'MZH' 'WS'],Traditional Residence Hall,4000-6000,7000,[],15,8085,0
Jordan Moore,M,429585920,2005-01-13,Freshman,School of Arts and Sciences,0,1,['SA' 'TS' 'MRS'],Suite,8000-11000,12000,[],15,8160,0
Rebecca Bass,F,653853417,2004-02-19,Freshman,School of Communication and Information,0,1,['SA' 'AH' 'MH'],Suite,8000-11000,12000,[],15,8283,0
Angela Larsen,F,813361056,2003-04-17,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'JS'],Apartment,8000-11000,12000,[],15,8396,0
Ronnie Dalton,M,596285679,2001-12-15,Freshman,School of Communication and Information,0,1,['SA' 'BS' 'CS'],Suite,4000-6000,7000,"[489914871, 607861853]",15,8468,0
Lori Smith,F,590138005,2004-01-25,Freshman,School of Arts and Sciences,0,1,['TS' 'AH' 'MZH'],Traditional Residence Hall,4000-6000,7000,"[579038955, 625860346]",15,8501,0
Susan Payne,F,678558061,2003-12-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'NCA' 'MS'],Traditional Residence Hall,8000-11000,12000,[108070221],15,8542,0
Emily Jacobs,F,814055772,2000-10-07,Freshman,School of Arts and Sciences,0,1,['TS' 'WS' 'MZH'],Apartment,4000-6000,7000,[],15,8562,0
David Gilbert,M,140109618,2000-01-14,Freshman,School of Arts and Sciences,0,1,['WS' 'SA' 'NCA'],Apartment,8000-11000,12000,[488817720],15,8575,0
Mary White,F,321454666,2001-10-18,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'CS'],Traditional Residence Hall,8000-11000,12000,"[331879763, 943562488]",15,8585,0
Samuel Kaiser,M,772041761,2002-06-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'AH' 'WS'],Apartment,4000-6000,7000,[923790988],15,8609,0
Jamie Cook,F,880940145,2002-05-22,Freshman,School of Management and Labor Relations,0,1,['SA' 'NCA' 'TS'],Suite,4000-6000,7000,[823505428],15,8653,0
Heather Cooper,F,290282480,2005-09-17,Freshman,School of Arts and Sciences,0,1,['RA' 'CS' 'SA'],Apartment,8000-11000,12000,"[326657965, 998874036]",15,8700,0
Kristina Bell,F,819304905,2003-11-15,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'MZH'],Suite,4000-6000,7000,"[284458084, 182281382]",15,8804,0
Kristina Robertson,F,139272904,2004-01-07,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'NCA'],Traditional Residence Hall,8000-11000,12000,"[718891874, 251885538]",15,8846,0
Drew Quinn,M,353352974,2004-05-14,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Apartment,6000-8000,9000,"[906230900, 268148356]",15,8850,0
Susan Hunter,F,732279254,2005-02-28,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'NCA'],Suite,4000-6000,7000,"[727168930, 889534148]",15,8889,0
Amy Padilla,F,829936619,2004-02-23,Freshman,School of Arts and Sciences,0,1,['NCA' 'MH' 'AH'],Apartment,4000-6000,7000,[],15,8902,0
Daniel Harper,M,956855255,2003-08-27,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'MZH' 'BS'],Suite,4000-6000,7000,"[705853925, 402474464]",15,8908,0
Joshua Gonzales,M,588917951,2002-12-21,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'TS'],Suite,8000-11000,12000,"[809317289, 772033949]",15,9081,0
Jordan Rose,M,294085246,2001-04-19,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'JS'],Apartment,8000-11000,12000,"[919928304, 866253426]",15,9109,0
Matthew Charles,M,256564265,1999-11-29,Freshman,School of Engineering,0,1,['MS' 'NCA' 'BS'],Suite,4000-6000,7000,[],15,9173,0
Michael Baker,M,470216485,2004-05-20,Freshman,School of Communication and Information,0,1,['BH' 'TS' 'RA'],Traditional Residence Hall,8000-11000,12000,[],15,9177,0
Cynthia Ponce,F,450345515,2005-01-25,Freshman,School of Management and Labor Relations,0,1,['RA' 'BS' 'NCA'],Traditional Residence Hall,8000-11000,12000,[],15,9191,0
Christopher Jacobson,M,455615778,2000-01-18,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'MS'],Suite,6000-8000,9000,"[208168768, 186987850]",15,9201,0
Monica Perry,F,139088686,2003-07-23,Freshman,School of Arts and Sciences,0,1,['MH' 'RA' 'SA'],Apartment,6000-8000,9000,[216480230],15,9203,0
Sabrina Walton,F,337300073,2005-06-13,Freshman,School of Arts and Sciences,0,1,['BH' 'RA' 'BS'],Traditional Residence Hall,6000-8000,9000,[882562285],15,9223,0
Bobby Benson,M,137928705,2004-05-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'WS' 'MZH'],Apartment,8000-11000,12000,"[742689489, 263206545]",15,9234,0
Lori Simon,F,354458979,2003-03-23,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MS'],Suite,8000-11000,12000,"[763801719, 923624435]",15,9323,0
Tony Harris,M,747165183,2002-10-05,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'JS'],Traditional Residence Hall,4000-6000,7000,"[358960843, 980400671]",15,9490,0
Nicole Hall DDS,F,374895362,1999-12-19,Freshman,School of Environmental and Biological Sciences,0,1,['AH' 'JS' 'BH'],Traditional Residence Hall,4000-6000,7000,[246380719],15,9545,0
Joseph Smith,M,141919014,2001-06-02,Freshman,School of Arts and Sciences,0,1,['RA' 'BS' 'SA'],Apartment,6000-8000,9000,[],15,9570,0
Ruben Mcgee,M,442971761,2003-08-06,Freshman,Mason Gross School of the Arts,0,1,['MRS' 'RA' 'CS'],Traditional Residence Hall,8000-11000,12000,"[115535016, 299701865]",15,9571,0
John Bennett,M,571628074,2005-09-23,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MZH'],Suite,8000-11000,12000,[],15,9594,0
Douglas Preston,M,506136295,2002-04-21,Freshman,School of Arts and Sciences,0,1,['CS' 'WS' 'MH'],Suite,8000-11000,12000,[],15,9618,0
Taylor Nichols,F,237911094,2005-08-12,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'MRS'],Suite,8000-11000,12000,[],15,9668,0
Ryan Gonzalez,M,722683937,2001-03-09,Freshman,School of Engineering,0,1,['MZH' 'TS' 'SA'],Traditional Residence Hall,6000-8000,9000,"[844264524, 332449903]",15,9681,0
Jennifer Huff,F,505021894,2004-03-25,Freshman,School of Arts and Sciences,0,1,['SA' 'JS' 'BS'],Apartment,8000-11000,12000,"[742544714, 910629355]",15,9687,0
Warren Lawson,M,135506646,2000-05-09,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'WS'],Suite,8000-11000,12000,[],15,9691,0
Gary Hill,M,639535945,2003-07-25,Freshman,Mason Gross School of the Arts,0,1,['BS' 'TS' 'SA'],Suite,8000-11000,12000,[],15,9750,0
Tom Lopez,M,520384326,2003-05-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'MZH'],Apartment,8000-11000,12000,[],15,9822,0
William Morrow,M,899662584,2002-09-24,Freshman,School of Arts and Sciences,0,1,['BH' 'TS' 'MH'],Apartment,8000-11000,12000,[],15,9899,0
Matthew Robertson,M,306739463,2002-06-01,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BH' 'BS'],Apartment,6000-8000,9000,"[274717833, 834017372]",15,9947,0
Paula Wright,F,411956360,2004-01-29,Freshman,School of Arts and Sciences,0,1,['SA' 'BH' 'NCA'],Traditional Residence Hall,8000-11000,12000,"[764777618, 845957368]",15,9956,0
Deborah Kelly,F,118012727,2005-03-07,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Suite,8000-11000,12000,"[627204688, 537376508]",15,9962,0
Shawn Montgomery,M,102918088,2001-05-21,Freshman,School of Arts and Sciences,0,1,['RA' 'TS' 'NCA'],Suite,8000-11000,12000,"[317075122, 381429715]",15,10174,0
Nicole Sims,F,534054822,2005-02-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'NCA'],Traditional Residence Hall,4000-6000,7000,[],15,10176,0
Jerry Williams,M,128607261,2001-02-23,Freshman,School of Arts and Sciences,0,1,['MRS' 'TS' 'AH'],Suite,8000-11000,12000,[],15,10262,0
Jessica Vega,F,498895738,2000-08-24,Freshman,School of Social Work,0,1,['RA' 'NCA' 'BS'],Apartment,6000-8000,9000,[],15,10351,0
Janet Alexander,F,935097629,2000-11-12,Freshman,School of Social Work,0,1,['JS' 'SA' 'MRS'],Apartment,8000-11000,12000,[],15,10353,0
Hailey Watts,F,455322793,1999-12-30,Freshman,School of Management and Labor Relations,0,1,['CS' 'SA' 'MS'],Suite,4000-6000,7000,"[106296638, 475690576]",15,10410,0
Julie Anderson,F,423371184,2000-12-29,Freshman,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Apartment,8000-11000,12000,"[566267200, 563947607]",15,10455,0
Felicia Washington,F,649806858,2003-04-27,Freshman,School of Social Work,0,1,['MRS' 'BS' 'NCA'],Apartment,6000-8000,9000,[150568058],15,10491,0
Jody Massey,F,572461976,2004-11-23,Freshman,School of Engineering,0,1,['SA' 'BS' 'RA'],Apartment,8000-11000,12000,[318661961],15,10492,0
Angela Mora,F,641610004,2003-05-26,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'NCA'],Suite,8000-11000,12000,"[745451264, 232358635]",15,10524,0
Leslie Wang,F,958222449,2001-03-08,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'RA' 'TS'],Suite,6000-8000,9000,"[512538837, 344699019]",15,10551,0
Erin Oliver,F,599790268,2004-03-29,Freshman,School of Arts and Sciences,0,1,['WS' 'RA' 'MZH'],Suite,4000-6000,7000,[529384530],15,10655,0
Sarah Mata,F,195990859,1999-10-05,Freshman,School of Arts and Sciences,0,1,['MS' 'RA' 'SA'],Suite,6000-8000,9000,"[990877132, 490065426]",15,10750,0
Daniel Green,M,390826585,2005-06-14,Freshman,School of Arts and Sciences,0,1,['BH' 'TS' 'BS'],Suite,6000-8000,9000,[],15,10816,0
Dr. William Garza,M,617294674,2000-01-07,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'RA'],Traditional Residence Hall,8000-11000,12000,[240607092],15,10888,0
Wanda Watkins,F,208005770,2000-11-23,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'WS'],Traditional Residence Hall,8000-11000,12000,[373511670],15,10990,0
Peter Rose,M,491181632,2003-03-12,Freshman,School of Social Work,0,1,['BS' 'NCA' 'TS'],Apartment,6000-8000,9000,"[318673619, 845575051]",15,11014,0
Amanda Pacheco,F,753288400,2003-11-28,Freshman,School of Management and Labor Relations,0,1,['MS' 'MRS' 'SA'],Suite,6000-8000,9000,[],15,11021,0
Jeremy Price,M,834329815,2000-05-26,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MH' 'JS'],Suite,6000-8000,9000,"[688883822, 299056170]",15,11037,0
Danny Dunn,M,938363350,2002-06-06,Freshman,School of Communication and Information,0,1,['MZH' 'SA' 'NCA'],Apartment,4000-6000,7000,"[597322037, 288716374]",15,11046,0
Jared Ramos,M,823680486,2005-03-02,Freshman,School of Communication and Information,0,1,['JS' 'SA' 'MS'],Apartment,6000-8000,9000,"[425357048, 946572139]",15,11058,0
Margaret Rodriguez,F,936262250,2000-11-18,Freshman,School of Engineering,0,1,['BS' 'MH' 'RA'],Suite,6000-8000,9000,[],15,11060,0
Anthony Tapia,M,791635032,2005-03-28,Freshman,School of Engineering,0,1,['NCA' 'TS' 'BS'],Apartment,4000-6000,7000,[],15,11124,0
Elizabeth Skinner,F,186395780,2005-05-05,Freshman,School of Social Work,0,1,['RA' 'SA' 'NCA'],Traditional Residence Hall,8000-11000,12000,"[969878626, 969461785]",15,11147,0
Sarah Harris,F,642717789,1999-09-29,Freshman,School of Engineering,0,1,['RA' 'NCA' 'BS'],Apartment,6000-8000,9000,[922168466],15,11180,0
Micheal Hall,M,436299874,2000-09-09,Freshman,School of Arts and Sciences,0,1,['BS' 'RA' 'SA'],Suite,8000-11000,12000,[],15,11230,0
Kristina Stein,F,921846654,2003-08-23,Freshman,School of Engineering,0,1,['SA' 'NCA' 'BS'],Suite,8000-11000,12000,"[410227529, 720895511]",15,11238,0
Laura Tucker,F,964221217,2000-09-03,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'RA' 'BS'],Apartment,8000-11000,12000,"[642645197, 108958584]",15,11280,0
Leslie Stewart,F,168959673,2002-04-24,Freshman,School of Engineering,0,1,['JS' 'BS' 'WS'],Suite,8000-11000,12000,[],15,11289,0
Luke Morales,M,306925636,2002-11-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'RA' 'BS'],Apartment,8000-11000,12000,"[532025803, 255929297]",15,11303,0
Rachel Osborn,F,544942388,2003-04-11,Freshman,School of Communication and Information,0,1,['BS' 'NCA' 'MS'],Apartment,8000-11000,12000,"[381920393, 811562106]",15,11308,0
Scott Oconnell,M,433142203,2004-05-14,Freshman,School of Arts and Sciences,0,1,['TS' 'BS' 'MS'],Apartment,6000-8000,9000,[913648204],15,11351,0
Andre Mcgrath,M,195822701,2001-01-10,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'BH'],Apartment,8000-11000,12000,[134381589],15,11427,0
Tara Allison,F,597644695,2000-05-03,Freshman,School of Communication and Information,0,1,['JS' 'TS' 'BS'],Suite,6000-8000,9000,"[406713929, 218728846]",15,11472,0
Kevin Sanchez,M,247923338,2004-02-25,Freshman,School of Arts and Sciences,0,1,['MH' 'MZH' 'BS'],Suite,4000-6000,7000,[801104474],15,11502,0
Kristin Martinez,F,503319335,2001-05-10,Freshman,School of Social Work,0,1,['BS' 'MH' 'RA'],Traditional Residence Hall,8000-11000,12000,[],15,11522,0
Mrs. Donna Mccormick,F,199127500,2001-01-30,Freshman,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Suite,8000-11000,12000,[132257721],15,11526,0
Lawrence Daniels,M,372155189,2002-08-02,Freshman,School of Arts and Sciences,0,1,['MS' 'RA' 'SA'],Apartment,8000-11000,12000,[566950607],15,11527,0
Stephanie Lambert,F,809366075,2002-07-04,Freshman,School of Management and Labor Relations,0,1,['BS' 'NCA' 'MZH'],Apartment,4000-6000,7000,[541809137],15,11589,0
Antonio Kim,M,650514877,2000-12-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'BH'],Apartment,4000-6000,7000,"[768832451, 548851176]",15,11655,0
Gary Walters,M,604310138,2003-02-05,Freshman,School of Arts and Sciences,0,1,['TS' 'SA' 'RA'],Apartment,4000-6000,7000,"[601736199, 772646740]",15,11678,0
